Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
14:55:18,44,40,0,0,1044.11,1147.6,1044.11,1147.6,8.62,7.84,0,0,100%,100%,0,0,0
14:55:23,199,206,0,0,1125.81,1134.7,1125.81,1134.7,34.72,35.36,0,0,100%,100%,1,1,1
14:55:28,211,193,0,0,1287.37,1433.53,1287.37,1433.53,44.08,38.9,0,0,100%,100%,2,2,2
14:55:33,209,190,0,0,1296.4,1349.1,1296.4,1349.1,36.97,34.88,0,0,100%,100%,3,3,3
14:55:38,195,194,0,0,1325.29,1351.22,1325.29,1351.22,36.24,36.29,0,0,100%,100%,4,4,4
14:55:43,238,213,0,0,944.13,1193.72,944.13,1193.72,42.58,38.84,0,0,100%,100%,5,5,5
14:55:48,189,174,0,0,1451.75,1155.57,1451.75,1155.57,36.09,30.69,0,0,100%,100%,6,6,6
14:55:53,220,157,0,0,1020.52,1918.3,1020.52,1918.3,40.92,27.58,0,0,100%,100%,7,7,7
14:55:58,238,106,0,0,930.59,1410.36,930.59,1410.36,46.36,23.62,0,0,100%,100%,8,8,8
14:56:03,311,247,0,0,812.76,1146.57,812.76,1146.57,63.07,49.38,0,0,100%,100%,9,9,9
14:56:08,622,174,0,0,373.61,1151.36,373.61,1151.36,122.03,34.95,0,0,100%,100%,10,10,10
14:56:13,740,239,0,0,346.3,1137.79,346.3,1137.79,146.97,50.29,0,0,100%,100%,11,11,11
14:56:18,1292,462,0,0,145.61,594.08,145.61,594.08,254.79,90.31,0,0,100%,100%,12,12,12
14:56:23,806,490,0,0,347.42,444.85,347.42,444.85,161.48,94.51,0,0,100%,100%,13,13,13
14:56:28,821,599,0,0,259.65,346.04,259.65,346.04,152.43,119.19,0,0,100%,100%,14,14,14
14:56:33,753,599,0,0,346.65,393.59,346.65,393.59,147.98,117.84,0,0,100%,100%,15,15,15
14:56:38,958,642,0,0,245.02,428.78,245.02,428.78,198.87,126.2,0,0,100%,100%,16,16,16
14:56:43,1946,710,0,0,137.08,292.24,137.08,292.24,381.2,143.94,0,0,100%,100%,17,17,17
14:56:48,1249,982,0,0,192.56,238.87,192.56,238.87,243.95,195.8,0,0,100%,100%,18,18,18
14:56:53,1418,1165,0,0,178.19,259.17,178.19,259.17,274.89,229.77,0,0,100%,100%,19,19,19
14:56:58,1470,1165,0,0,165.05,201.7,165.05,201.7,302.51,232.52,0,0,100%,100%,20,20,20
14:57:03,1763,1143,0,0,120.08,184.67,120.08,184.67,345.79,227.87,0,0,100%,100%,21,21,21
14:57:08,1304,1111,0,0,181.25,246.23,181.25,246.23,253.34,220.28,0,0,100%,100%,22,22,22
14:57:13,1975,1385,0,0,118.74,148.18,118.74,148.18,407.27,285.04,0,0,100%,100%,23,23,23
14:57:18,2551,1574,0,0,98.38,158.88,98.38,158.88,503.19,313.58,0,0,100%,100%,24,24,24
14:57:23,1877,1520,0,0,132.62,150.51,132.62,150.51,378.92,301.35,0,0,100%,100%,25,25,25
14:57:28,3446,1652,0,0,66.25,159.47,66.25,159.47,686.11,329.73,0,0,100%,100%,26,26,26
14:57:33,1383,1236,0,0,179.79,206.99,179.79,206.99,301.25,240.17,0,0,100%,100%,27,27,27
14:57:38,969,1008,0,0,249.23,236,249.23,236,199.46,202.33,0,0,100%,100%,28,28,28
14:57:43,1351,1445,0,0,180.99,178.12,180.99,178.12,267.77,285.24,0,0,100%,100%,29,29,29
14:57:48,1842,1862,0,0,126.93,127.2,126.93,127.2,365.15,367.89,0,0,100%,100%,30,30,30
14:57:53,1968,1899,0,0,126.52,119.43,126.52,119.43,392.56,377.05,0,0,100%,100%,31,31,31
14:57:58,2120,1987,0,0,109.48,122.23,109.48,122.23,419.88,402.46,0,0,100%,100%,32,32,32
14:58:03,1974,2147,0,0,123.92,113.33,123.92,113.33,392.05,436.31,0,0,100%,100%,33,33,33
14:58:08,2276,2383,0,0,103.24,102.69,103.24,102.69,474.23,471.12,0,0,100%,100%,34,34,34
14:58:13,2550,2550,0,0,92.06,93.61,92.06,93.61,507.23,512.81,0,0,100%,100%,35,35,35
14:58:18,2539,2652,0,0,92.5,92.4,92.5,92.4,508.22,527.32,0,0,100%,100%,36,36,36
14:58:23,2564,2537,0,0,90.78,87.8,90.78,87.8,534.74,501.94,0,0,100%,100%,37,37,37
14:58:28,2646,2602,0,0,92.07,92.5,92.07,92.5,540.9,535.25,0,0,100%,100%,38,38,38
14:58:33,2786,2807,0,0,85.32,86.35,85.32,86.35,551.58,566.58,0,0,100%,100%,39,39,39
14:58:38,2809,2870,0,0,84.89,84.61,84.89,84.61,558.84,567.72,0,0,100%,100%,40,40,40
14:58:43,2974,3086,0,0,79.63,78.48,79.63,78.48,604.34,611.72,0,0,100%,100%,41,41,41
14:58:48,3262,3186,0,0,74.26,76.2,74.26,76.2,660.59,630,0,0,100%,100%,42,42,42
14:58:53,3145,3155,0,0,77.03,76.74,77.03,76.74,623.27,625.66,0,0,100%,100%,43,43,43
14:58:58,3139,2989,0,0,77.17,75.94,77.17,75.94,622.06,592.87,0,0,100%,100%,44,44,44
14:59:03,3200,3194,0,0,75.57,75.85,75.57,75.85,635.1,675.61,0,0,100%,100%,45,45,45
14:59:08,3183,3096,0,0,76.38,76.82,76.38,76.82,628.46,611.91,0,0,100%,100%,46,46,46
14:59:13,3071,2944,0,0,78.85,80.45,78.85,80.45,608.89,596.47,0,0,100%,100%,47,47,47
14:59:18,3169,3221,0,0,76.52,75.09,76.52,75.09,627.29,652.82,0,0,100%,100%,48,48,48
14:59:23,3191,3083,0,0,75.86,75.22,75.86,75.22,632.58,611.56,0,0,100%,100%,49,49,49
14:59:28,3268,3274,0,0,73.96,73.93,73.96,73.93,649.01,670.59,0,0,100%,100%,50,50,50
14:59:33,3021,3139,0,0,77.11,77.08,77.11,77.08,596.59,622.89,0,0,100%,100%,51,51,51
14:59:38,3037,2982,0,0,78.28,79.55,78.28,79.55,625.16,590.98,0,0,100%,100%,52,52,52
14:59:43,2974,2906,0,0,81.61,81.75,81.61,81.75,601.35,588.88,0,0,100%,100%,53,53,53
14:59:48,2691,2638,0,0,86.68,86.11,86.68,86.11,531.35,536.38,0,0,100%,100%,54,54,54
14:59:53,2615,2612,0,0,93.25,93.55,93.25,93.55,538.41,546.28,0,0,100%,100%,55,55,55
14:59:58,2792,2823,0,0,86.82,85.96,86.82,85.96,553.07,558.9,0,0,100%,100%,56,56,56
15:00:03,2902,2890,0,0,83.65,83.79,83.65,83.79,574.07,573.26,0,0,100%,100%,57,57,57
15:00:08,2971,2940,0,0,81.41,82.54,81.41,82.54,589.54,582.36,0,0,100%,100%,58,58,58
15:00:13,3007,2952,0,0,80.44,80.36,80.44,80.36,596.85,584.98,0,0,100%,100%,59,59,59
15:00:18,3098,3087,0,0,78.27,78.33,78.27,78.33,613.5,627.3,0,0,100%,100%,60,60,60
15:00:23,2881,2910,0,0,84.31,83.3,84.31,83.3,569.74,576.71,0,0,100%,100%,61,61,61
15:00:28,3051,3042,0,0,79.47,79.58,79.47,79.58,604.44,603.55,0,0,100%,100%,62,62,62
15:00:33,3046,3059,0,0,79.58,79.36,79.58,79.36,603.64,604.87,0,0,100%,100%,63,63,63
15:00:38,3308,3292,0,0,73.15,73.54,73.15,73.54,656.29,652.68,0,0,100%,100%,64,64,64
15:00:43,3330,3310,0,0,72.76,72.99,72.76,72.99,659.63,657.66,0,0,100%,100%,65,65,65
15:00:48,3238,3321,0,0,73.5,72.92,73.5,72.92,654.3,658.21,0,0,100%,100%,66,66,66
15:00:53,3204,3343,0,0,72.74,72.27,72.74,72.27,646.19,664.13,0,0,100%,100%,67,67,67
15:00:58,3115,3326,0,0,73.61,71.12,73.61,71.12,625.08,660.92,0,0,100%,100%,68,68,68
15:01:03,3072,3453,0,0,73.78,70.05,73.78,70.05,609.82,699.01,0,0,100%,100%,69,69,69
15:01:08,3075,3517,0,0,72.07,68.75,72.07,68.75,610.45,698.17,0,0,100%,100%,70,70,70
