Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
18:29:29,58,46,0,0,962.24,887,962.24,887,11.43,9.02,0,0,100%,100%,0,0,0
18:29:34,229,243,0,0,908.43,977.94,908.43,977.94,40.78,42.94,0,0,100%,100%,1,1,1
18:29:39,240,223,0,0,1106.22,1121.01,1106.22,1121.01,53.31,46.42,0,0,100%,100%,2,2,2
18:29:44,240,240,0,0,1085.08,1177.35,1085.08,1177.35,44.24,42.56,0,0,100%,100%,3,3,3
18:29:49,183,266,0,0,1735.42,975.42,1735.42,975.42,28.06,49.58,0,0,100%,100%,4,4,4
18:29:54,381,268,0,0,639.96,961.7,639.96,961.7,69.48,47.84,0,0,100%,100%,5,5,5
18:29:59,329,344,0,0,695.42,689.47,695.42,689.47,57.15,66.1,0,0,100%,100%,6,6,6
18:30:04,319,369,0,0,685.83,606.39,685.83,606.39,66.02,70.65,0,0,100%,100%,7,7,7
18:30:09,451,402,0,0,534.72,592.66,534.72,592.66,88.17,82.7,0,0,100%,100%,8,8,8
18:30:14,687,743,0,0,344.92,318.1,344.92,318.1,138.07,146.82,0,0,100%,100%,9,9,9
18:30:19,883,875,0,0,252.42,264.04,252.42,264.04,176.3,173.93,0,0,100%,100%,10,10,10
18:30:24,1135,777,0,0,216.82,303.28,216.82,303.28,224.27,155.03,0,0,100%,100%,11,11,11
18:30:29,898,1030,0,0,268.38,261.63,268.38,261.63,176.45,204.72,0,0,100%,100%,12,12,12
18:30:34,1649,1116,0,0,149.9,212.56,149.9,212.56,342.27,218.5,0,0,100%,100%,13,13,13
18:30:39,1477,1337,0,0,155.94,197.2,155.94,197.2,285.93,263.96,0,0,100%,100%,14,14,14
18:30:44,2310,1538,0,0,105.16,145.73,105.16,145.73,474.76,303.65,0,0,100%,100%,15,15,15
18:30:49,1441,1631,0,0,180.33,126.59,180.33,126.59,284.26,325.64,0,0,100%,100%,16,16,16
18:30:54,2554,1616,0,0,88.82,165.5,88.82,165.5,504.55,324.08,0,0,100%,100%,17,17,17
18:30:59,2048,1803,0,0,111.09,131.51,111.09,131.51,425.68,369.6,0,0,100%,100%,18,18,18
18:31:04,1863,2044,0,0,135.26,121.25,135.26,121.25,369.79,407.58,0,0,100%,100%,19,19,19
18:31:09,1996,2105,0,0,116.81,95.53,116.81,95.53,399.39,417.97,0,0,100%,100%,20,20,20
18:31:14,3303,2097,0,0,76.8,125.78,76.8,125.78,664.65,416.34,0,0,100%,100%,21,21,21
18:31:19,2478,2344,0,0,99.21,107.21,99.21,107.21,488.1,463.56,0,0,100%,100%,22,22,22
18:31:24,3765,2441,0,0,63.18,94.35,63.18,94.35,740.45,482.62,0,0,100%,100%,23,23,23
18:31:29,3603,2568,0,0,70.87,103.12,70.87,103.12,712.75,508.87,0,0,100%,100%,24,24,24
18:31:34,5512,2441,0,0,41.44,91.7,41.44,91.7,1088.38,482.83,0,0,100%,100%,25,25,25
18:31:39,3387,2423,0,0,73.69,101.9,73.69,101.9,671.63,495.49,0,0,100%,100%,26,26,26
18:31:44,2390,2430,0,0,98.19,95.99,98.19,95.99,483.8,488.02,0,0,100%,100%,27,27,27
18:31:49,2387,2430,0,0,100.28,101.33,100.28,101.33,488.01,483.84,0,0,100%,100%,28,28,28
18:31:54,2639,2685,0,0,88.16,88.58,88.16,88.58,535.64,532.41,0,0,100%,100%,29,29,29
18:31:59,2978,2978,0,0,81.48,81.48,81.48,81.48,611.71,605.5,0,0,100%,100%,30,30,30
18:32:04,3153,3070,0,0,76.79,78.87,76.79,78.87,625.28,609.22,0,0,100%,100%,31,31,31
18:32:09,3259,3275,0,0,74.3,73.87,74.3,73.87,646.51,650.01,0,0,100%,100%,32,32,32
18:32:14,3238,3222,0,0,74.79,75.12,74.79,75.12,642.15,639.09,0,0,100%,100%,33,33,33
18:32:19,3226,3246,0,0,75.11,74.78,75.11,74.78,639.44,642.34,0,0,100%,100%,34,34,34
