Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
init,write,0,0,N/A,N/A,0,0,N/A
prepare,write,8064,32256000,221.37,221.35,9.1,36398.18,100%
write,write,871,1104000,1098.67,1098.67,7.28,9228.12,100%
read,read,4425,17700000,216.53,216.28,36.95,147784.82,100%
cleanup,delete,8064,0,93.35,93.35,21.49,0,100%
cleanup,delete,49644,0,49,49,40.83,0,100%
dispose,delete,0,0,N/A,N/A,0,0,N/A
