Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
init,write,0,0,N/A,N/A,0,0,N/A
prepare,write,8064,516096000,231.4,230.96,8.71,557181.14,100%
write,write,783,15588864,1209.13,1208.98,6.61,131692.68,100%
read,read,4098,262272000,227.48,227.21,35.11,2247083.61,100%
cleanup,delete,8064,0,104.64,104.64,19.12,0,100%
cleanup,delete,49644,0,50.99,50.99,39.23,0,100%
dispose,delete,0,0,N/A,N/A,0,0,N/A
