Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w183,HARRIER_W024_OBJ004K,2020-01-04 22:33:15,2020-01-04 22:33:15,2020-01-04 22:45:59,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:15,processing @ 2020-01-04 22:33:15,finished @ 2020-01-04 22:45:59
w184,HARRIER_W048_OBJ004K,2020-01-04 22:33:15,2020-01-04 22:45:59,2020-01-04 22:58:47,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:15,processing @ 2020-01-04 22:45:59,finished @ 2020-01-04 22:58:47
w185,HARRIER_W096_OBJ004K,2020-01-04 22:33:16,2020-01-04 22:58:47,2020-01-04 23:11:35,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:16,processing @ 2020-01-04 22:58:47,finished @ 2020-01-04 23:11:35
w186,HARRIER_W144_OBJ004K,2020-01-04 22:33:16,2020-01-04 23:11:36,2020-01-04 23:24:23,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:16,processing @ 2020-01-04 23:11:36,finished @ 2020-01-04 23:24:23
w187,HARRIER_W192_OBJ004K,2020-01-04 22:33:16,2020-01-04 23:24:23,2020-01-04 23:37:16,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:16,processing @ 2020-01-04 23:24:23,finished @ 2020-01-04 23:37:16
w188,HARRIER_W240_OBJ004K,2020-01-04 22:33:16,2020-01-04 23:37:16,2020-01-04 23:50:04,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:16,processing @ 2020-01-04 23:37:16,finished @ 2020-01-04 23:50:04
w189,HARRIER_W256_OBJ004K,2020-01-04 22:33:17,2020-01-04 23:50:04,2020-01-05 00:02:52,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:17,processing @ 2020-01-04 23:50:04,finished @ 2020-01-05 00:02:52
w190,HARRIER_W288_OBJ004K,2020-01-04 22:33:17,2020-01-05 00:02:52,2020-01-05 00:15:40,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:17,processing @ 2020-01-05 00:02:52,finished @ 2020-01-05 00:15:40
w191,HARRIER_W312_OBJ004K,2020-01-04 22:33:17,2020-01-05 00:15:40,2020-01-05 00:28:28,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:17,processing @ 2020-01-05 00:15:40,finished @ 2020-01-05 00:28:28
w192,HARRIER_W336_OBJ004K,2020-01-04 22:33:17,2020-01-05 00:28:28,2020-01-05 00:41:15,init prepare write read cleanup dispose,finished,queuing @ 2020-01-04 22:33:17,processing @ 2020-01-05 00:28:28,finished @ 2020-01-05 00:41:15
