Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w210-s3-test_write-1,write,66584,3880343040,48,259.34,258.95,260,370,490,610,890,1800,185.03,10783281.48,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64) sizes=c(64)KB
w210-s4-test_read-1,read,2896226,185358464000,48,5.96,5.66,10,10,10,10,20,340,8045.12,514887996.78,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64)
w210-s5-cleanup-1,cleanup-delete,768,0,48,132.64,132.64,80,170,350,480,1090,1280,461.8,0,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) deleteContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-64)
w210-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w211-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w211-s2-prepare-1,prepare-write,120,7680000,48,129.13,128.78,140,160,200,210,230,240,78.28,5009693.82,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB createContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB
w211-s3-test_write-1,write,70904,4052450304,96,486.69,486.31,370,680,1080,1690,3100,5920,197.22,11271770.57,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64) sizes=c(64)KB
w211-s4-test_read-1,read,3532177,226059328000,96,9.78,9.47,20,20,20,20,30,1010,9811.72,627950322.78,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64)
w211-s5-cleanup-1,cleanup-delete,768,0,48,120.14,120.14,70,120,300,460,1040,1220,488.42,0,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) deleteContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-64)
w211-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w212-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w212-s2-prepare-1,prepare-write,120,7680000,48,127.11,126.67,130,150,200,220,240,250,79.59,5093628.03,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB createContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB
w212-s3-test_write-1,write,71624,4070843904,144,721.42,721.04,410,960,2350,3250,4320,5770,199.59,11343820.29,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64) sizes=c(64)KB
w212-s4-test_read-1,read,3728170,238602880000,144,13.9,13.58,20,20,30,30,50,620,10356.28,662801933.21,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64)
w212-s5-cleanup-1,cleanup-delete,768,0,48,113.18,113.18,70,100,270,430,1160,1290,521.25,0,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) deleteContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-64)
w212-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w213-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w213-s2-prepare-1,prepare-write,120,7680000,48,125.47,125.05,130,160,170,200,210,250,80.53,5153733.73,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB createContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB
w213-s3-test_write-1,write,73227,4145606656,192,938.84,938.45,470,1260,2880,4510,6980,10110,204.49,11577044.06,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64) sizes=c(64)KB
w213-s4-test_read-1,read,3801372,243287808000,192,18.18,17.85,20,30,40,50,80,1130,10559.82,675828422.42,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64)
w213-s5-cleanup-1,cleanup-delete,768,0,48,104.05,104.05,70,110,200,380,1160,1340,547.18,0,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) cprefix=s3harrier containers=r(1-12) objects=r(1-64) deleteContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-64)
w213-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w214-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) cprefix=s3harrier containers=r(1-12) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-12)
w214-s2-prepare-1,prepare-write,120,7680000,48,128.53,128.1,140,160,180,210,240,250,78.47,5021827.31,100%,100% cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB createContainer=false cprefix=s3harrier containers=r(1-12) objects=r(1-10) sizes=c(64)KB
w214-s3-test_write-1,write,73559,4146841600,240,1158.93,1158.54,630,1600,2750,5280,10170,13840,207.08,11674061.94,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64) sizes=c(64)KB
w214-s4-test_read-1,read,3832320,245268480000,240,22.54,22.2,30,30,50,60,110,1090,10645.95,681340573.17,100%,100% cprefix=s3harrier containers=u(1-12) objects=u(1-64)
