Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,24,0,130.17,130.17,7.68,0,100%
cleanup,delete,24,0,110.92,110.92,9.02,0,100%
cleanup,delete,24,0,103.96,103.96,9.62,0,100%
cleanup,delete,24,0,78.88,78.88,12.68,0,100%
cleanup,delete,24,0,108.75,108.75,9.2,0,100%
cleanup,delete,24,0,131.38,131.38,7.61,0,100%
cleanup,delete,24,0,124.96,124.96,8,0,100%
cleanup,delete,24,0,114.46,114.46,8.73,0,100%
cleanup,delete,24,0,93.17,93.17,10.73,0,100%
cleanup,delete,24,0,123.42,123.42,8.1,0,100%
cleanup,delete,24,0,135.29,135.29,7.39,0,100%
cleanup,delete,24,0,73.46,73.46,13.61,0,100%
cleanup,delete,24,0,94.67,94.67,10.56,0,100%
cleanup,delete,24,0,118.96,118.96,8.41,0,100%
cleanup,delete,24,0,100.33,100.33,9.97,0,100%
cleanup,delete,24,0,65.08,65.08,15.36,0,100%
cleanup,delete,12,0,48.5,48.5,20.58,0,100%
cleanup,delete,12,0,69.67,69.67,14.34,0,100%
cleanup,delete,12,0,59,59,16.95,0,100%
cleanup,delete,12,0,79.75,79.75,12.54,0,100%
cleanup,delete,12,0,89.42,89.42,11.18,0,100%
cleanup,delete,12,0,94.17,94.17,10.62,0,100%
cleanup,delete,12,0,78.25,78.25,12.78,0,100%
cleanup,delete,12,0,61.33,61.33,16.3,0,100%
cleanup,delete,12,0,85.33,85.33,11.72,0,100%
cleanup,delete,12,0,75.5,75.5,13.25,0,100%
cleanup,delete,12,0,45.92,45.92,21.78,0,100%
cleanup,delete,12,0,50.17,50.17,19.93,0,100%
cleanup,delete,12,0,100.75,100.75,9.93,0,100%
cleanup,delete,12,0,99.75,99.75,10.03,0,100%
cleanup,delete,12,0,71.33,71.33,14.02,0,100%
cleanup,delete,12,0,68.5,68.5,14.6,0,100%
cleanup,delete,12,0,128.5,128.5,7.78,0,100%
cleanup,delete,12,0,86.67,86.67,11.54,0,100%
cleanup,delete,12,0,165.83,165.83,6.03,0,100%
cleanup,delete,12,0,57.42,57.42,17.42,0,100%
cleanup,delete,12,0,160.33,160.33,6.24,0,100%
cleanup,delete,12,0,148.42,148.42,6.74,0,100%
cleanup,delete,12,0,41.92,41.92,23.86,0,100%
cleanup,delete,12,0,154.83,154.83,6.46,0,100%
cleanup,delete,12,0,173.58,173.58,5.76,0,100%
cleanup,delete,12,0,179.33,179.33,5.58,0,100%
cleanup,delete,12,0,176.17,176.17,5.68,0,100%
cleanup,delete,12,0,213.17,213.17,4.69,0,100%
cleanup,delete,12,0,95.33,95.33,10.49,0,100%
cleanup,delete,12,0,174.83,174.83,5.72,0,100%
cleanup,delete,12,0,236.58,236.58,4.23,0,100%
cleanup,delete,12,0,224.5,224.5,4.45,0,100%
