Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
init,write,0,0,N/A,N/A,0,0,N/A
prepare,write,8064,129024000,245.4,245.31,8.15,130407.33,100%
write,write,780,3286912,1215.87,1215.84,6.58,27716.51,100%
read,read,4416,70656000,216.8,216.73,36.9,590367.14,100%
cleanup,delete,8064,0,105.04,105.04,19.04,0,100%
cleanup,delete,49644,0,50.82,50.82,39.35,0,100%
dispose,delete,0,0,N/A,N/A,0,0,N/A
