Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,24,0,111.62,111.62,8.96,0,100%
cleanup,delete,24,0,116.42,116.42,8.59,0,100%
cleanup,delete,24,0,127.88,127.88,7.82,0,100%
cleanup,delete,24,0,123.79,123.79,8.08,0,100%
cleanup,delete,24,0,118.83,118.83,8.42,0,100%
cleanup,delete,24,0,110.21,110.21,9.07,0,100%
cleanup,delete,24,0,129.88,129.88,7.7,0,100%
cleanup,delete,24,0,130.92,130.92,7.64,0,100%
cleanup,delete,24,0,122.79,122.79,8.14,0,100%
cleanup,delete,24,0,126.5,126.5,7.91,0,100%
cleanup,delete,24,0,66.21,66.21,15.1,0,100%
cleanup,delete,24,0,95.46,95.46,10.48,0,100%
cleanup,delete,24,0,71.92,71.92,13.9,0,100%
cleanup,delete,24,0,84.46,84.46,11.83,0,100%
cleanup,delete,24,0,92.17,92.17,10.85,0,100%
cleanup,delete,24,0,96.83,96.83,10.33,0,100%
cleanup,delete,12,0,97.75,97.75,10.23,0,100%
cleanup,delete,12,0,46.25,46.25,21.62,0,100%
cleanup,delete,12,0,93.58,93.58,10.69,0,100%
cleanup,delete,12,0,201.5,201.5,4.96,0,100%
cleanup,delete,12,0,51.42,51.42,19.45,0,100%
cleanup,delete,12,0,36.08,36.08,27.71,0,100%
cleanup,delete,12,0,44.92,44.92,22.26,0,100%
cleanup,delete,12,0,104.75,104.75,9.55,0,100%
cleanup,delete,12,0,217.17,217.17,4.6,0,100%
cleanup,delete,12,0,241.42,241.42,4.14,0,100%
cleanup,delete,12,0,78.42,78.42,12.75,0,100%
cleanup,delete,12,0,199.67,199.67,5.01,0,100%
cleanup,delete,12,0,101.25,101.25,9.88,0,100%
cleanup,delete,12,0,91.08,91.08,10.98,0,100%
cleanup,delete,12,0,74.67,74.67,13.39,0,100%
cleanup,delete,12,0,40.92,40.92,24.44,0,100%
cleanup,delete,12,0,265.75,265.75,3.76,0,100%
cleanup,delete,12,0,211.42,211.42,4.73,0,100%
cleanup,delete,12,0,56.08,56.08,17.8,0,100%
cleanup,delete,12,0,86.67,86.67,11.54,0,100%
cleanup,delete,12,0,57.5,57.5,17.39,0,100%
cleanup,delete,12,0,76.17,76.17,13.13,0,100%
cleanup,delete,12,0,141.25,141.25,7.08,0,100%
cleanup,delete,12,0,195.17,195.17,5.12,0,100%
cleanup,delete,12,0,70.58,70.58,14.17,0,100%
cleanup,delete,12,0,83.17,83.17,12.02,0,100%
cleanup,delete,12,0,208.58,208.58,4.79,0,100%
cleanup,delete,12,0,86.08,86.08,11.62,0,100%
cleanup,delete,12,0,34,34,29.34,0,100%
cleanup,delete,12,0,69.17,69.17,14.46,0,100%
cleanup,delete,12,0,64.67,64.67,15.46,0,100%
cleanup,delete,12,0,138.42,138.42,7.22,0,100%
