config,timestamp,fio_pattern,ioengine,direct,iodepth,job_name,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
mdraid32k,1580397710548,randread,libaio,1,32,direct-randread-16k,0016k,1,360,1778991104,4939597,4820.579167,301.147222,0,0,0,0
mdraid32k,1580398793384,randread,libaio,1,32,direct-randread-1M,1024k,1,360,43843059712,121713586,118746.758333,115.659722,0,0,0,0
mdraid32k,1580399154432,randread,libaio,1,32,direct-randread-2M,2048k,1,360,66601353216,184852795,180332.752778,87.704167,0,0,0,0
mdraid32k,1580398071442,randread,libaio,1,32,direct-randread-32k,0032k,1,360,3505717248,9734128,9498.216667,296.644444,0,0,0,0
mdraid32k,1580396988675,randread,libaio,1,32,direct-randread-4k,0004k,1,360,448651264,1245769,1215.975,303.933333,0,0,0,0
mdraid32k,1580398432390,randread,libaio,1,32,direct-randread-512k,0512k,1,360,25289555968,70212100,68511.05,133.568056,0,0,0,0
mdraid32k,1580397349599,randread,libaio,1,32,direct-randread-8k,0008k,1,360,896278528,2488750,2428.915278,303.502778,0,0,0,0
mdraid32k,1580395183585,randrw,libaio,1,32,direct-randrw-16k,0016k,1,360,800129024,2221365,2168.3,135.281944,794951680,2206991,2153.906944,134.381944
mdraid32k,1580396266603,randrw,libaio,1,32,direct-randrw-1M,1024k,1,360,20443037696,56743658,55393.420833,53.730556,20466106368,56807689,55398.2,53.736111
mdraid32k,1580396627683,randrw,libaio,1,32,direct-randrw-2M,2048k,1,360,31832670208,88349968,86215.063889,41.706944,31780241408,88204454,86016.597222,41.609722
mdraid32k,1580395544496,randrw,libaio,1,32,direct-randrw-32k,0032k,1,360,1570865152,4361285,4255.248611,132.604167,1560936448,4333719,4228.170833,131.756944
mdraid32k,1580394461569,randrw,libaio,1,32,direct-randrw-4k,0004k,1,360,201863168,560516,547.15,136.669444,200609792,557035,543.519444,135.769444
mdraid32k,1580395905548,randrw,libaio,1,32,direct-randrw-512k,0512k,1,360,11637620736,32304918,31522.569444,61.223611,11604590592,32213229,31430.497222,61.043056
mdraid32k,1580394822591,randrw,libaio,1,32,direct-randrw-8k,0008k,1,360,403087360,1119152,1092.522222,136.405556,400474112,1111896,1085.168056,135.486111
mdraid32k,1580400237347,randwrite,libaio,1,32,direct-randwrite-16k,0016k,1,360,0,0,0,0,1465483264,4069080,3971.761111,248.111111
mdraid32k,1580401320537,randwrite,libaio,1,32,direct-randwrite-1M,1024k,1,360,0,0,0,0,38674628608,107344542,104740.870833,101.984722
mdraid32k,1580401681757,randwrite,libaio,1,32,direct-randwrite-2M,2048k,1,360,0,0,0,0,61448650752,170505035,166422.641667,81.044444
mdraid32k,1580400598390,randwrite,libaio,1,32,direct-randwrite-32k,0032k,1,360,0,0,0,0,2880372736,7995371,7805.401389,243.756944
mdraid32k,1580399515430,randwrite,libaio,1,32,direct-randwrite-4k,0004k,1,360,0,0,0,0,370159616,1027770,1003.2125,250.722222
mdraid32k,1580400959476,randwrite,libaio,1,32,direct-randwrite-512k,0512k,1,360,0,0,0,0,21770010624,60422403,58973.365278,114.948611
mdraid32k,1580399876407,randwrite,libaio,1,32,direct-randwrite-8k,0008k,1,360,0,0,0,0,738942976,2051792,2002.569444,250.198611
mdraid32k,1580392657391,read,libaio,1,32,direct-read-16k,0016k,1,360,52371554304,145474519,141947.977778,8871.627778,0,0,0,0
mdraid32k,1580393739710,read,libaio,1,32,direct-read-1M,1024k,1,360,192958955520,535901827,522838.241667,510.226389,0,0,0,0
mdraid32k,1580394100586,read,libaio,1,32,direct-read-2M,2048k,1,360,193665695744,537773539,524665.7875,255.947222,0,0,0,0
mdraid32k,1580393018122,read,libaio,1,32,direct-read-32k,0032k,1,360,92558360576,257102272,250837.481944,7838.520833,0,0,0,0
mdraid32k,1580391935861,read,libaio,1,32,direct-read-4k,0004k,1,360,17240457216,47889759,46720.377778,11679.855556,0,0,0,0
mdraid32k,1580393378919,read,libaio,1,32,direct-read-512k,0512k,1,360,193368424448,537088263,524063.208333,1023.258333,0,0,0,0
mdraid32k,1580392296629,read,libaio,1,32,direct-read-8k,0008k,1,360,31643475968,87897811,85762.194444,10720.072222,0,0,0,0
mdraid32k,1580390131800,write,libaio,1,32,direct-write-16k,0016k,1,360,0,0,0,0,28198289408,78327711,76427.3625,4776.526389
mdraid32k,1580391214205,write,libaio,1,32,direct-write-1M,1024k,1,360,0,0,0,0,193085833216,536255691,523306.666667,510.744444
mdraid32k,1580391575116,write,libaio,1,32,direct-write-2M,2048k,1,360,0,0,0,0,193420328960,537089218,524153.144444,255.770833
mdraid32k,1580390492544,write,libaio,1,32,direct-write-32k,0032k,1,360,0,0,0,0,60759277568,168771082,164665.841667,5145.579167
mdraid32k,1580389410276,write,libaio,1,32,direct-write-4k,0004k,1,360,0,0,0,0,6794452992,18873008,18412.463889,4602.95
mdraid32k,1580390853350,write,libaio,1,32,direct-write-512k,0512k,1,360,0,0,0,0,193282965504,536849406,523832.038889,1022.816667
mdraid32k,1580389771054,write,libaio,1,32,direct-write-8k,0008k,1,360,0,0,0,0,13453606912,37370299,36462.691667,4557.634722
