Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
16:02:05,33,135168000,1238.27,1212.39,6.46,26448373.58,100%,0,0,0
16:02:10,180,737280000,1299.14,1273.09,30.9,126568347.48,100%,1,1,1
16:02:15,192,786432000,1527.34,1504.6,36.67,150204816.5,100%,2,2,2
16:02:20,192,786432000,1567.16,1544.7,30.64,125516198.41,100%,3,3,3
16:02:25,192,786432000,1515.03,1492.14,31.7,129831063.06,100%,4,4,4
16:02:30,65,266240000,1737.26,1715.18,11.47,46979992.05,100%,5,5,5
16:02:35,148,606208000,1557,1533.6,39.35,161181455.24,100%,6,6,6
16:02:40,229,937984000,1055.28,1032.3,55.59,227700354,100%,7,7,7
16:02:45,191,782336000,1525.52,1502.63,35.37,144877815,100%,8,8,8
16:02:50,192,786432000,1362.54,1339.41,33.8,138451805.51,100%,9,9,9
16:02:55,180,737280000,1210.94,1188.11,33.37,136680264.12,100%,10,10,10
16:03:00,288,1179648000,887.83,864.66,57.7,236319791.73,100%,11,11,11
16:03:05,325,1331200000,666.03,642.09,65.16,266915586.41,100%,12,12,12
16:03:10,361,1478656000,626.12,602.01,77.07,315671271.24,100%,13,13,13
16:03:15,298,1220608000,757.3,733.62,59.61,244181639.75,100%,14,14,14
16:03:20,392,1605632000,716.36,692.63,82.95,339749971.72,100%,15,15,15
16:03:25,428,1753088000,540.61,516.24,82.83,339263692.59,100%,16,16,16
16:03:30,497,2035712000,512.23,487.95,97.86,400815881.04,100%,17,17,17
16:03:35,515,2109440000,435.07,410.63,101.44,415516186.99,100%,18,18,18
16:03:40,589,2412544000,402.21,376.95,126.4,517726568.59,100%,19,19,19
16:03:45,631,2584576000,375.54,350.3,131.16,537229292.46,100%,20,20,20
16:03:50,667,2732032000,383.32,358,136.75,560126616.8,100%,21,21,21
16:03:55,653,2674688000,326.38,301.36,127.13,520720927.56,100%,22,22,22
16:04:00,670,2744320000,380.79,355.67,133.63,547356077.11,100%,23,23,23
16:04:05,711,2912256000,319.13,293.77,143.45,587568247.09,100%,24,24,24
16:04:10,770,3153920000,328.98,303.36,152.92,626357397.62,100%,25,25,25
16:04:15,790,3235840000,310.11,284.74,154.45,632617878.62,100%,26,26,26
16:04:20,853,3493888000,296.7,271.03,166.31,681203239.65,100%,27,27,27
16:04:25,819,3354624000,303,277.22,159.41,652927756.39,100%,28,28,28
16:04:30,839,3436544000,292.32,266.72,164.25,672767938.07,100%,29,29,29
16:04:35,821,3362816000,273.21,247.49,159.37,652773363.65,100%,30,30,30
16:04:40,879,3600384000,291.71,265.85,177.51,727100956.35,100%,31,31,31
16:04:45,889,3641344000,257.78,231.89,172.42,706251751.98,100%,32,32,32
16:04:50,943,3862528000,259.94,234.05,192.24,787429298.75,100%,33,33,33
16:04:55,824,3375104000,276.5,250.64,161.77,662598341.83,100%,34,34,34
16:05:00,936,3833856000,256.85,231.2,201.84,826717157.08,100%,35,35,35
16:05:05,947,3878912000,257,231.29,190.06,778483191.4,100%,36,36,36
16:05:10,914,3743744000,260.78,234.97,182.63,748044276.42,100%,37,37,37
