Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,4032,16515072000,257.49,231.14,3.88,15902032.74,100%
prepare,write,4032,16515072000,263.14,236.74,3.8,15560805.6,100%
prepare,write,4032,16515072000,259.43,233.22,3.85,15783747.83,100%
prepare,write,4032,16515072000,246.46,220.07,4.06,16613807.86,100%
prepare,write,4032,16515072000,251.55,225.2,3.97,16277309.34,100%
prepare,write,4032,16515072000,250.26,223.88,3.99,16361049.08,100%
prepare,write,4032,16515072000,253.86,227.68,3.94,16129307.36,100%
prepare,write,4032,16515072000,264.03,237.78,3.79,15508464.12,100%
prepare,write,4032,16515072000,257.75,231.61,3.88,15886231.42,100%
prepare,write,4032,16515072000,261.73,235.62,3.82,15644546.84,100%
prepare,write,4032,16515072000,213.01,186.66,4.69,19221206.43,100%
prepare,write,4032,16515072000,234.03,207.7,4.27,17495576.6,100%
prepare,write,4032,16515072000,214.13,188.14,4.67,19120664,100%
prepare,write,4032,16515072000,252.56,226.28,3.96,16211431.88,100%
prepare,write,4032,16515072000,216.43,190.23,4.62,18917608.25,100%
prepare,write,4032,16515072000,223.59,197.43,4.47,18312559.6,100%
prepare,write,4032,16515072000,233.61,206.76,4.28,17527550.98,100%
prepare,write,4032,16515072000,215.21,188.56,4.64,19024673.79,100%
prepare,write,4032,16515072000,247.79,221.21,4.03,16524639.77,100%
prepare,write,4032,16515072000,241.06,214.48,4.15,16985642.23,100%
prepare,write,4032,16515072000,244.39,217.77,4.09,16754714.68,100%
prepare,write,4032,16515072000,235.02,208.5,4.25,17421513.34,100%
prepare,write,4032,16515072000,243.54,216.99,4.1,16812279.48,100%
prepare,write,4032,16515072000,230.63,203.73,4.33,17753541.29,100%
prepare,write,4032,16515072000,222.6,196.17,4.49,18393488.63,100%
prepare,write,4032,16515072000,236.07,209.3,4.23,17344321.35,100%
prepare,write,4032,16515072000,249.81,223.18,4,16390731.91,100%
prepare,write,4032,16515072000,242.1,215.26,4.13,16911996.56,100%
prepare,write,4032,16515072000,232.26,205.6,4.3,17628430.8,100%
prepare,write,4032,16515072000,230.79,204.2,4.33,17741659.36,100%
prepare,write,4032,16515072000,256.49,229.85,3.9,15963840.58,100%
prepare,write,4032,16515072000,225.53,198.78,4.43,18154256.09,100%
prepare,write,4032,16515072000,256.18,232.11,3.9,15983260.96,100%
prepare,write,4032,16515072000,263.61,239.65,3.79,15532954.36,100%
prepare,write,4032,16515072000,260.68,236.32,3.83,15707666.53,100%
prepare,write,4032,16515072000,254.87,230.64,3.92,16066026.56,100%
prepare,write,4032,16515072000,253.14,228.8,3.95,16175578.95,100%
prepare,write,4032,16515072000,263.1,238.77,3.8,15563562.48,100%
prepare,write,4032,16515072000,261.96,237.68,3.82,15631383.02,100%
prepare,write,4032,16515072000,256.46,232.14,3.9,15967020.01,100%
prepare,write,3840,15728640000,253.09,228.77,3.95,16178965.32,100%
prepare,write,3840,15728640000,253.78,229.48,3.94,16135049.63,100%
prepare,write,3840,15728640000,204.88,180.33,4.88,19985184.53,100%
prepare,write,3840,15728640000,202.21,177.93,4.94,20248669.5,100%
prepare,write,3840,15728640000,247.93,223.75,4.03,16515019.15,100%
prepare,write,3840,15728640000,199.57,175.46,5.01,20516063.39,100%
prepare,write,3840,15728640000,248.8,224.36,4.02,16457768.52,100%
prepare,write,3840,15728640000,207.13,182.88,4.83,19766998.2,100%
