Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,4032,64512000,180.13,180.02,5.55,88783.19,100%
prepare,write,4032,64512000,184.5,184.39,5.42,86688.47,100%
prepare,write,4032,64512000,183.53,183.41,5.45,87143.64,100%
prepare,write,4032,64512000,189.96,189.86,5.26,84195.25,100%
prepare,write,4032,64512000,188.2,188.09,5.31,84983.17,100%
prepare,write,4032,64512000,199.19,199.07,5.02,80295.13,100%
prepare,write,4032,64512000,162.24,162.14,6.16,98577.09,100%
prepare,write,4032,64512000,191.88,191.77,5.21,83352.39,100%
prepare,write,4032,64512000,177.78,177.67,5.62,89964.86,100%
prepare,write,4032,64512000,188.98,188.87,5.29,84631.98,100%
prepare,write,4032,64512000,179.19,179.09,5.58,89255.38,100%
prepare,write,4032,64512000,185.21,185.1,5.4,86355.55,100%
prepare,write,4032,64512000,175.62,175.5,5.69,91069.89,100%
prepare,write,4032,64512000,180.71,180.59,5.53,88508.15,100%
prepare,write,4032,64512000,178.89,178.78,5.59,89396.87,100%
prepare,write,4032,64512000,160.98,160.88,6.21,99342.46,100%
prepare,write,4032,64512000,180.93,180.81,5.52,88394.52,100%
prepare,write,4032,64512000,200.79,200.67,4.98,79653.49,100%
prepare,write,4032,64512000,196.69,196.58,5.08,81309.48,100%
prepare,write,4032,64512000,200.26,200.14,4.99,79863.23,100%
prepare,write,4032,64512000,176.69,176.57,5.66,90515.46,100%
prepare,write,4032,64512000,171.25,171.14,5.84,93391.3,100%
prepare,write,4032,64512000,171.82,171.71,5.82,93078.55,100%
prepare,write,4032,64512000,193.53,193.42,5.16,82638.61,100%
prepare,write,4032,64512000,168.21,168.1,5.94,95074.44,100%
prepare,write,4032,64512000,198.26,198.14,5.04,80668.84,100%
prepare,write,4032,64512000,163.62,163.51,6.11,97734.79,100%
prepare,write,4032,64512000,169.14,169.03,5.91,94544.83,100%
prepare,write,4032,64512000,167.44,167.33,5.97,95508.95,100%
prepare,write,4032,64512000,197.25,197.14,5.07,81080.27,100%
prepare,write,4032,64512000,194.55,194.44,5.14,82208.33,100%
prepare,write,4032,64512000,166.71,166.6,6,95924.63,100%
prepare,write,4032,64512000,190.08,189.98,5.26,84147.81,100%
prepare,write,4032,64512000,195.26,195.15,5.12,81915.01,100%
prepare,write,4032,64512000,197.96,197.85,5.05,80796.75,100%
prepare,write,4032,64512000,196.31,196.2,5.09,81478.21,100%
prepare,write,4032,64512000,191.32,191.21,5.23,83602.34,100%
prepare,write,4032,64512000,199.31,199.2,5.02,80250.18,100%
prepare,write,4032,64512000,199.59,199.48,5.01,80135.94,100%
prepare,write,4032,64512000,200.8,200.69,4.98,79655.36,100%
prepare,write,3840,61440000,194.72,194.61,5.13,82142.88,100%
prepare,write,3840,61440000,162.03,161.93,6.17,98712.59,100%
prepare,write,3840,61440000,194.94,194.83,5.13,82047.12,100%
prepare,write,3840,61440000,174.04,173.93,5.74,91897.63,100%
prepare,write,3840,61440000,161.23,161.12,6.2,99200.29,100%
prepare,write,3840,61440000,165.32,165.21,6.05,96745.09,100%
prepare,write,3840,61440000,196.06,195.95,5.1,81580.95,100%
prepare,write,3840,61440000,164.66,164.56,6.07,97131.58,100%
