Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w1,HARRIER_W024_OBJ004K,2020-01-10 15:01:46,2020-01-10 15:01:46,2020-01-10 15:45:59,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:46,processing @ 2020-01-10 15:01:46,finished @ 2020-01-10 15:45:59
w2,HARRIER_W048_OBJ004K,2020-01-10 15:01:46,2020-01-10 15:46:00,2020-01-10 16:29:27,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:46,processing @ 2020-01-10 15:46:00,finished @ 2020-01-10 16:29:27
w3,HARRIER_W096_OBJ004K,2020-01-10 15:01:47,2020-01-10 16:29:28,2020-01-10 17:13:11,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:47,processing @ 2020-01-10 16:29:28,finished @ 2020-01-10 17:13:11
w4,HARRIER_W144_OBJ004K,2020-01-10 15:01:47,2020-01-10 17:13:11,2020-01-10 17:56:34,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:47,processing @ 2020-01-10 17:13:11,finished @ 2020-01-10 17:56:34
w5,HARRIER_W192_OBJ004K,2020-01-10 15:01:47,2020-01-10 17:56:34,2020-01-10 18:40:32,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:47,processing @ 2020-01-10 17:56:34,finished @ 2020-01-10 18:40:32
w6,HARRIER_W240_OBJ004K,2020-01-10 15:01:47,2020-01-10 18:40:32,2020-01-10 19:24:25,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:47,processing @ 2020-01-10 18:40:32,finished @ 2020-01-10 19:24:25
w7,HARRIER_W256_OBJ004K,2020-01-10 15:01:48,2020-01-10 19:24:25,2020-01-10 20:07:33,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:48,processing @ 2020-01-10 19:24:25,finished @ 2020-01-10 20:07:33
w8,HARRIER_W288_OBJ004K,2020-01-10 15:01:48,2020-01-10 20:07:33,2020-01-10 20:51:26,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:48,processing @ 2020-01-10 20:07:33,finished @ 2020-01-10 20:51:26
w9,HARRIER_W312_OBJ004K,2020-01-10 15:01:48,2020-01-10 20:51:27,2020-01-10 21:35:04,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:48,processing @ 2020-01-10 20:51:27,finished @ 2020-01-10 21:35:04
w10,HARRIER_W336_OBJ004K,2020-01-10 15:01:48,2020-01-10 21:35:05,2020-01-10 22:18:52,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:48,processing @ 2020-01-10 21:35:05,finished @ 2020-01-10 22:18:52
w11,HARRIER_W360_OBJ004K,2020-01-10 15:01:49,2020-01-10 22:18:53,2020-01-10 23:03:21,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:49,processing @ 2020-01-10 22:18:53,finished @ 2020-01-10 23:03:21
w12,HARRIER_W384_OBJ004K,2020-01-10 15:01:49,2020-01-10 23:03:21,2020-01-10 23:47:24,init prepare write read cleanup dispose,finished,queuing @ 2020-01-10 15:01:49,processing @ 2020-01-10 23:03:21,finished @ 2020-01-10 23:47:24
