Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
11:04:05,21,86016000,973.29,948.48,4.11,16826176.08,100%,0,0,0
11:04:10,261,1069056000,964.16,937.73,45.67,187066477.17,100%,1,1,1
11:04:15,238,974848000,1127.15,1104.08,46.28,189581690.6,100%,2,2,2
11:04:20,228,933888000,1212.2,1188.85,39.57,162087885.31,100%,3,3,3
11:04:25,246,1007616000,1143.2,1120.37,42.4,173655569.4,100%,4,4,4
11:04:30,237,970752000,1155.09,1131.96,40.61,166346161.71,100%,5,5,5
11:04:35,138,565248000,1426.11,1403.39,24.78,101509364.79,100%,6,6,6
11:04:40,148,606208000,1357.77,1335.09,35.08,143694000.9,100%,7,7,7
11:04:45,194,794624000,1167.75,1144.3,44.59,182659633.68,100%,8,8,8
11:04:50,228,933888000,1081.11,1057.99,44.94,184082803.04,100%,9,9,9
11:04:55,244,999424000,1169.56,1146.05,46.02,188497755.39,100%,10,10,10
11:05:00,268,1097728000,943.65,920.03,49.18,201452174.91,100%,11,11,11
11:05:05,200,819200000,933.93,910.03,40.42,165574917.44,100%,12,12,12
11:05:10,236,966656000,983.51,960.67,54.47,223126898.12,100%,13,13,13
11:05:15,241,987136000,1063.44,1040.18,49.09,201090462.25,100%,14,14,14
11:05:20,244,999424000,907.22,883.48,47.09,192898138.57,100%,15,15,15
11:05:25,280,1146880000,878.57,854.88,56.67,232137069.75,100%,16,16,16
11:05:30,295,1208320000,908,883.98,57.42,235194789.51,100%,17,17,17
11:05:35,312,1277952000,740.58,716.57,60.46,247658002.21,100%,18,18,18
11:05:40,371,1519616000,671.28,647.12,75.63,309785386.9,100%,19,19,19
11:05:45,339,1388544000,711.18,686.67,65.75,269329066.59,100%,20,20,20
11:05:50,406,1662976000,605.89,580.86,82.68,338658359.18,100%,21,21,21
11:05:55,418,1712128000,572.67,548.01,80.94,331543662.08,100%,22,22,22
11:06:00,379,1552384000,585.4,560.98,76.38,312839069.16,100%,23,23,23
11:06:05,385,1576960000,560.75,536.14,76.25,312306376.24,100%,24,24,24
11:06:10,376,1540096000,696.92,672.19,76.46,313164052.13,100%,25,25,25
11:06:15,335,1372160000,696.65,672.07,70.72,289679393.77,100%,26,26,26
11:06:20,318,1302528000,693.82,669.87,60.84,249218375.66,100%,27,27,27
11:06:25,292,1196032000,768.1,744.28,59.75,244717350.6,100%,28,28,28
11:06:30,325,1331200000,813.9,789.72,66.73,273337823.66,100%,29,29,29
11:06:35,315,1290240000,787.25,763.38,61.56,252130783.99,100%,30,30,30
11:06:40,345,1413120000,630.54,606.12,70.67,289471431.8,100%,31,31,31
11:06:45,347,1421312000,650.83,626.79,67.74,277444004.25,100%,32,32,32
11:06:50,333,1363968000,865.83,841.55,66.1,270758322.62,100%,33,33,33
11:06:55,368,1507328000,630.8,606.24,74.96,307054990.28,100%,34,34,34
11:07:00,337,1380352000,705.15,680.66,65.24,267211081.33,100%,35,35,35
11:07:05,320,1310720000,789.84,765.43,61.72,252785687.32,100%,36,36,36
11:07:10,351,1437696000,613.63,588.73,73.38,300560892.32,100%,37,37,37
11:07:15,417,1708032000,584.25,559.69,84.17,344768179.98,100%,38,38,38
11:07:20,449,1839104000,627.51,602.7,85.79,351396065.6,100%,39,39,39
11:07:25,453,1855488000,531.91,507.18,90.62,371183138.98,100%,40,40,40
11:07:30,462,1892352000,546.36,521.37,91.25,373768011.11,100%,41,41,41
11:07:35,449,1839104000,518.41,492.7,85.8,351448564.93,100%,42,42,42
11:07:40,484,1982464000,506.27,480.53,100.39,411204823.95,100%,43,43,43
11:07:45,435,1781760000,512.19,486.71,85.41,349857003.28,100%,44,44,44
11:07:50,469,1921024000,528.33,503.38,92.21,377691669.29,100%,45,45,45
11:07:55,412,1687552000,545.07,519.98,82.29,337042566.43,100%,46,46,46
11:08:00,438,1794048000,567.72,543.6,94.36,386516568.08,100%,47,47,47
11:08:05,439,1798144000,567.1,542.56,87.55,358620391.05,100%,48,48,48
11:08:10,416,1703936000,574.51,549.3,80.33,329027908.58,100%,49,49,49
11:08:15,406,1662976000,578.43,552.67,84.57,346379558.02,100%,50,50,50
11:08:20,482,1974272000,455.14,429.85,99.72,408471700.33,100%,51,51,51
11:08:25,433,1773568000,571.91,546.74,85.01,348210281.6,100%,52,52,52
11:08:30,374,1531904000,584,559.64,76.13,311845979.78,100%,53,53,53
11:08:35,388,1589248000,614.06,589.58,80.45,329531453.68,100%,54,54,54
11:08:40,356,1458176000,603.37,578.64,72.96,298827784.59,100%,55,55,55
11:08:45,440,1802240000,614.06,589.39,91.82,376101042.02,100%,56,56,56
11:08:50,443,1814528000,488.46,463.48,86.43,354015493.5,100%,57,57,57
11:08:55,429,1757184000,576.45,551.45,82.36,337333178.34,100%,58,58,58
11:09:00,473,1937408000,538.68,513.65,94.73,388013617.63,100%,59,59,59
11:09:05,402,1646592000,500.03,475.14,78.23,320442649.65,100%,60,60,60
11:09:10,352,1441792000,639.62,615.14,67,274448320.44,100%,61,61,61
11:09:15,382,1564672000,406.27,381.64,77.58,317778115.45,100%,62,62,62
11:09:20,376,1540096000,483.6,458.9,73.95,302911727.9,100%,63,63,63
11:09:25,382,1564672000,487.45,462.98,76.78,314484783.36,100%,64,64,64
11:09:30,403,1650688000,454.14,429.39,83.99,344007456.5,100%,65,65,65
11:09:35,372,1523712000,635.47,611.36,75.36,308685385.82,100%,66,66,66
11:09:40,422,1728512000,740.51,716.1,82.69,338706021.46,100%,67,67,67
11:09:45,403,1650688000,512.11,487.79,78.15,320103892.51,100%,68,68,68
11:09:50,398,1630208000,463.4,438.49,77.24,316395400.49,100%,69,69,69
11:09:55,373,1527808000,1421.21,1397.16,71.87,294385252.92,100%,70,70,70
11:10:00,368,1507328000,650.96,626.45,79.74,326600639.68,100%,71,71,71
11:10:05,382,1564672000,502.15,477.66,79.4,325225045.65,100%,72,72,72
11:10:10,357,1462272000,615.46,591.31,72.74,297938583.23,100%,73,73,73
11:10:15,375,1536000000,512.89,488.47,73.82,302354104.25,100%,74,74,74
11:10:20,379,1552384000,791.27,767.12,73.4,300636233.96,100%,75,75,75
11:10:25,354,1449984000,891.28,867.23,70.43,288471592.48,100%,76,76,76
11:10:30,450,1843200000,468.03,443.21,93.2,381767273.42,100%,77,77,77
11:10:35,451,1847296000,490.08,465.08,87.3,357589200.45,100%,78,78,78
11:10:40,426,1744896000,534.74,510.1,80.61,330171464.1,100%,79,79,79
11:10:45,381,1560576000,378.69,354.01,75.14,307758324.19,100%,80,80,80
11:10:50,405,1658880000,730.56,705.45,83.73,342951538.46,100%,81,81,81
11:10:55,421,1724416000,629.52,605.03,82.82,339211261.34,100%,82,82,82
11:11:00,401,1642496000,674.14,649.66,81.63,334364876.39,100%,83,83,83
11:11:05,471,1929216000,495.57,471.03,98.24,402393377.89,100%,84,84,84
11:11:10,439,1798144000,441.95,417.28,86.86,355793427.81,100%,85,85,85
11:11:15,441,1806336000,562.34,537.7,89.95,368427869.41,100%,86,86,86
11:11:20,479,1961984000,636.09,611.31,93.82,384290873.25,100%,87,87,87
11:11:25,402,1646592000,439.16,414.3,77.27,316490183.69,100%,88,88,88
11:11:30,457,1871872000,596.03,571.19,102.99,421830982.42,100%,89,89,89
11:11:35,443,1814528000,581.86,556.8,87.45,358186699.08,100%,90,90,90
11:11:40,459,1880064000,721.81,696.34,93.05,381125302.25,100%,91,91,91
11:11:45,448,1835008000,509.84,484.29,87.38,357900640.05,100%,92,92,92
11:11:50,496,2031616000,516.75,491.27,101.86,417215199.44,100%,93,93,93
11:11:55,438,1794048000,499.63,473.96,84.91,347800416.79,100%,94,94,94
11:12:00,519,2125824000,490.63,465.32,107.81,441577387.86,100%,95,95,95
11:12:05,512,2097152000,482.94,457.41,101.42,415432584.23,100%,96,96,96
11:12:10,458,1875968000,522.3,496.91,87.44,358169699.15,100%,97,97,97
11:12:15,515,2109440000,454.97,429.88,106.33,435545125.41,100%,98,98,98
11:12:20,507,2076672000,501.92,476.78,96.67,395958359.8,100%,99,99,99
11:12:25,443,1814528000,497.45,471.95,86.18,352974906.7,100%,100,100,100
11:12:30,433,1773568000,535.54,509.37,94.61,387511042.14,100%,101,101,101
11:12:35,498,2039808000,511.14,485.24,98.35,402821473.3,100%,102,102,102
11:12:40,465,1904640000,522.91,497.46,87.74,359370062.18,100%,103,103,103
11:12:45,481,1970176000,472.18,446.48,99.9,409203645.3,100%,104,104,104
11:12:50,508,2080768000,509.77,484.22,101.46,415587402.4,100%,105,105,105
11:12:55,458,1875968000,540.85,513.87,86.61,354759173.64,100%,106,106,106
11:13:00,481,1970176000,491.04,465.49,95.93,392949683.44,100%,107,107,107
