Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
17:49:51,31,50,0,0,988.1,914.52,988.1,914.52,6.07,9.84,0,0,100%,100%,0,0,0
17:49:56,259,244,0,0,914.08,938.61,914.08,938.61,45.97,43.68,0,0,100%,100%,1,1,1
17:50:01,240,230,0,0,1097.55,1102.72,1097.55,1102.72,49.23,48.17,0,0,100%,100%,2,2,2
17:50:06,246,250,0,0,1060.84,1088,1060.84,1088,45.27,45.86,0,0,100%,100%,3,3,3
17:50:11,279,308,0,0,949.33,849.63,949.33,849.63,51.77,56.29,0,0,100%,100%,4,4,4
17:50:16,427,260,0,0,627.98,1016.87,627.98,1016.87,79.89,46.99,0,0,100%,100%,5,5,5
17:50:21,499,333,0,0,445.85,743.76,445.85,743.76,88.3,61.42,0,0,100%,100%,6,6,6
17:50:26,368,469,0,0,708.07,507.55,708.07,507.55,71.87,94.86,0,0,100%,100%,7,7,7
17:50:31,602,672,0,0,314.82,267.69,314.82,267.69,118.5,134.82,0,0,100%,100%,8,8,8
17:50:36,1041,978,0,0,277.55,282.39,277.55,282.39,209.07,196.95,0,0,100%,100%,9,9,9
17:50:41,1342,886,0,0,175.07,220.54,175.07,220.54,257.2,174.82,0,0,100%,100%,10,10,10
17:50:46,1328,1021,0,0,184.13,297.55,184.13,297.55,265.1,203.71,0,0,100%,100%,11,11,11
17:50:51,881,1097,0,0,290.11,213.79,290.11,213.79,183.8,216.13,0,0,100%,100%,12,12,12
17:50:56,1643,1349,0,0,154.89,171.95,154.89,171.95,322.24,267.87,0,0,100%,100%,13,13,13
17:51:01,1752,1458,0,0,117.49,188.71,117.49,188.71,343.9,288.55,0,0,100%,100%,14,14,14
17:51:06,1272,1658,0,0,216.9,126.77,216.9,126.77,251.46,327.96,0,0,100%,100%,15,15,15
17:51:11,2084,1646,0,0,104.75,133.93,104.75,133.93,416.66,327.66,0,0,100%,100%,16,16,16
