Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w12-s5-cleanup-2,cleanup-delete,1182000,0,48,51.07,51.07,50,50,70,80,150,20880,940.99,0,100%,100% cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(11-1192) objects=r(1-1000)
w12-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w13-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w13-s2-prepare-1,prepare-write,192000,768000000,48,89.65,89.63,70,100,130,180,870,6230,540.27,2161066.02,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB createContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(4)KB
w13-s3-test_write-1,write,18844,26623040,408,2458.09,2458.08,580,3290,10130,13190,21470,59080,166.28,234664.44,100%,100% cprefix=s3harrier containers=u(11-1192) objects=u(1-1000) sizes=c(4)KB
w13-s4-test_read-1,read,347089,1388356000,408,140.95,140.62,130,160,200,410,1040,3400,2894.56,11578236.77,100%,100% cprefix=s3harrier containers=u(1-192) objects=u(1-1000)
w13-s5-cleanup-1,cleanup-delete,192000,0,48,94.33,94.33,70,90,110,150,1080,26860,514.86,0,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000)
w13-s5-cleanup-2,cleanup-delete,1182000,0,48,49.28,49.28,50,50,70,80,160,17260,974.94,0,100%,100% cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(11-1192) objects=r(1-1000)
w13-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w14-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w14-s2-prepare-1,prepare-write,192000,3072000000,48,141.44,141.33,100,170,300,470,1000,42120,346,5536008.72,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB createContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB
w14-s3-test_write-1,write,27081,73754880,24,104.2,104.18,10,50,90,190,3010,13510,229.93,626276.12,100%,100% cprefix=s3harrier containers=u(11-1192) objects=u(1-1000) sizes=c(16)KB
w14-s4-test_read-1,read,161863,2589808000,24,17.78,17.7,20,30,50,60,100,530,1349.03,21584434.41,100%,100% cprefix=s3harrier containers=u(1-192) objects=u(1-1000)
w14-s5-cleanup-1,cleanup-delete,192000,0,48,96.28,96.28,70,100,130,200,700,14450,503.62,0,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000)
w14-s5-cleanup-2,cleanup-delete,1182000,0,48,49.88,49.88,50,50,70,80,160,41790,963.43,0,100%,100% cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(11-1192) objects=r(1-1000)
w14-s6-dispose-1,dispose-delete,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w15-s1-init-1,init-write,0,0,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) cprefix=s3harrier containers=r(1-192) objects=r(0-0) sizes=c(0)B cprefix=s3harrier containers=r(1-192)
w15-s2-prepare-1,prepare-write,192000,3072000000,48,141.46,141.35,90,160,280,490,1060,42490,344.68,5514846.88,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB createContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000) sizes=c(16)KB
w15-s3-test_write-1,write,30437,90105600,48,183.45,183.43,10,70,150,570,3020,21610,259.94,769935.16,100%,100% cprefix=s3harrier containers=u(11-1192) objects=u(1-1000) sizes=c(16)KB
w15-s4-test_read-1,read,204626,3274016000,48,28.14,28.06,20,50,80,110,190,700,1705.58,27289241.66,100%,100% cprefix=s3harrier containers=u(1-192) objects=u(1-1000)
w15-s5-cleanup-1,cleanup-delete,192000,0,48,93.1,93.1,70,100,130,190,960,9980,521.28,0,100%,100% cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) cprefix=s3harrier containers=r(1-192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(1-192) objects=r(1-1000)
w15-s5-cleanup-2,cleanup-delete,1182000,0,48,49.08,49.08,50,50,70,80,180,11390,978.62,0,100%,100% cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) cprefix=s3harrier containers=r(11-1192) objects=r(1-1000) deleteContainer=false cprefix=s3harrier containers=r(11-1192) objects=r(1-1000)
