Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w18,HARRIER_W024_OBJ004K,2020-01-07 15:57:09,2020-01-07 15:57:09,2020-01-07 16:37:03,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:09,processing @ 2020-01-07 15:57:09,finished @ 2020-01-07 16:37:03
w19,HARRIER_W048_OBJ004K,2020-01-07 15:57:09,2020-01-07 16:37:03,2020-01-07 17:16:21,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:09,processing @ 2020-01-07 16:37:03,finished @ 2020-01-07 17:16:21
w20,HARRIER_W096_OBJ004K,2020-01-07 15:57:10,2020-01-07 17:16:22,2020-01-07 17:55:24,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:10,processing @ 2020-01-07 17:16:22,finished @ 2020-01-07 17:55:24
w21,HARRIER_W144_OBJ004K,2020-01-07 15:57:10,2020-01-07 17:55:25,2020-01-07 18:35:12,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:10,processing @ 2020-01-07 17:55:25,finished @ 2020-01-07 18:35:12
w22,HARRIER_W192_OBJ004K,2020-01-07 15:57:10,2020-01-07 18:35:13,2020-01-07 19:14:21,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:10,processing @ 2020-01-07 18:35:13,finished @ 2020-01-07 19:14:21
w23,HARRIER_W240_OBJ004K,2020-01-07 15:57:10,2020-01-07 19:14:21,2020-01-07 19:53:09,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:10,processing @ 2020-01-07 19:14:21,finished @ 2020-01-07 19:53:09
w24,HARRIER_W256_OBJ004K,2020-01-07 15:57:11,2020-01-07 19:53:09,2020-01-07 20:32:32,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:11,processing @ 2020-01-07 19:53:09,finished @ 2020-01-07 20:32:32
w25,HARRIER_W288_OBJ004K,2020-01-07 15:57:11,2020-01-07 20:32:32,2020-01-07 21:12:10,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:11,processing @ 2020-01-07 20:32:32,finished @ 2020-01-07 21:12:10
w26,HARRIER_W312_OBJ004K,2020-01-07 15:57:11,2020-01-07 21:12:10,2020-01-07 21:51:18,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:11,processing @ 2020-01-07 21:12:10,finished @ 2020-01-07 21:51:18
w27,HARRIER_W336_OBJ004K,2020-01-07 15:57:11,2020-01-07 21:51:19,2020-01-07 22:30:36,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:11,processing @ 2020-01-07 21:51:19,finished @ 2020-01-07 22:30:36
w28,HARRIER_W360_OBJ004K,2020-01-07 15:57:12,2020-01-07 22:30:37,2020-01-07 23:10:20,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:12,processing @ 2020-01-07 22:30:37,finished @ 2020-01-07 23:10:20
w29,HARRIER_W384_OBJ004K,2020-01-07 15:57:12,2020-01-07 23:10:20,2020-01-07 23:49:38,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:12,processing @ 2020-01-07 23:10:20,finished @ 2020-01-07 23:49:38
w30,HARRIER_W408_OBJ004K,2020-01-07 15:57:12,2020-01-07 23:49:38,2020-01-08 00:29:16,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:12,processing @ 2020-01-07 23:49:38,finished @ 2020-01-08 00:29:16
w31,HARRIER_W024_OBJ016K,2020-01-07 15:57:13,2020-01-08 00:29:16,2020-01-08 01:09:09,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:13,processing @ 2020-01-08 00:29:16,finished @ 2020-01-08 01:09:09
w32,HARRIER_W048_OBJ016K,2020-01-07 15:57:13,2020-01-08 01:09:09,2020-01-08 01:48:42,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:13,processing @ 2020-01-08 01:09:09,finished @ 2020-01-08 01:48:42
w33,HARRIER_W096_OBJ016K,2020-01-07 15:57:13,2020-01-08 01:48:42,2020-01-08 02:27:55,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:13,processing @ 2020-01-08 01:48:42,finished @ 2020-01-08 02:27:55
w34,HARRIER_W144_OBJ016K,2020-01-07 15:57:13,2020-01-08 02:27:55,2020-01-08 03:06:53,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:13,processing @ 2020-01-08 02:27:55,finished @ 2020-01-08 03:06:53
w35,HARRIER_W192_OBJ016K,2020-01-07 15:57:14,2020-01-08 03:06:54,2020-01-08 03:46:01,init prepare write read cleanup dispose,finished,queuing @ 2020-01-07 15:57:14,processing @ 2020-01-08 03:06:54,finished @ 2020-01-08 03:46:01
