Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
06:40:50,60,52,0,0,849.75,686.67,849.75,686.67,11.77,10.19,0,0,100%,100%,0,0,0
06:40:55,242,224,0,0,887.29,1077.66,887.29,1077.66,42.88,40.26,0,0,100%,100%,1,1,1
06:41:00,240,241,0,0,1054.97,1091.95,1054.97,1091.95,54.85,50.63,0,0,100%,100%,2,2,2
06:41:05,256,244,0,0,1054.06,1088.77,1054.06,1088.77,45.7,44.23,0,0,100%,100%,3,3,3
06:41:10,376,331,0,0,709.57,721.02,709.57,721.02,67.86,62.69,0,0,100%,100%,4,4,4
06:41:15,333,463,0,0,757.56,345.54,757.56,345.54,62.61,88.49,0,0,100%,100%,5,5,5
06:41:20,574,466,0,0,406.85,376.82,406.85,376.82,108.74,95.58,0,0,100%,100%,6,6,6
06:41:25,698,789,0,0,399.91,427.92,399.91,427.92,134.9,159.91,0,0,100%,100%,7,7,7
06:41:30,698,864,0,0,336.78,359.11,336.78,359.11,139.06,162.04,0,0,100%,100%,8,8,8
06:41:35,1219,1086,0,0,158.52,193.04,158.52,193.04,244.29,218.26,0,0,100%,100%,9,9,9
06:41:40,1474,1264,0,0,186.13,186.63,186.13,186.63,289.08,249.82,0,0,100%,100%,10,10,10
06:41:45,1471,1448,0,0,178.78,142.55,178.78,142.55,288.11,287.57,0,0,100%,100%,11,11,11
06:41:50,1714,1456,0,0,136.92,220.07,136.92,220.07,337.66,286.01,0,0,100%,100%,12,12,12
06:41:55,1492,1513,0,0,159.03,150.64,159.03,150.64,295.12,299.6,0,0,100%,100%,13,13,13
06:42:00,1471,1491,0,0,162.47,178.51,162.47,178.51,304.58,294.1,0,0,100%,100%,14,14,14
06:42:05,4135,1598,0,0,56.36,145.18,56.36,145.18,942.85,315.58,0,0,100%,100%,15,15,15
06:42:10,2466,1869,0,0,101.98,139.61,101.98,139.61,511.66,369.92,0,0,100%,100%,16,16,16
06:42:15,1825,2043,0,0,128.4,113.25,128.4,113.25,363.02,403.77,0,0,100%,100%,17,17,17
06:42:20,2197,2206,0,0,103.03,102.53,103.03,102.53,451.31,441.88,0,0,100%,100%,18,18,18
06:42:25,2457,2339,0,0,101.46,107.58,101.46,107.58,497.08,464.26,0,0,100%,100%,19,19,19
06:42:30,3199,2665,0,0,74.75,93.27,74.75,93.27,632.12,528.25,0,0,100%,100%,20,20,20
06:42:35,3621,2768,0,0,61.78,87.26,61.78,87.26,743.4,547.64,0,0,100%,100%,21,21,21
06:42:40,4608,2756,0,0,54.07,85.2,54.07,85.2,927.4,556.67,0,0,100%,100%,22,22,22
06:42:45,4346,2784,0,0,55.06,86.43,55.06,86.43,858.41,564.19,0,0,100%,100%,23,23,23
06:42:50,4245,2731,0,0,57.61,89.47,57.61,89.47,848.29,542.63,0,0,100%,100%,24,24,24
06:42:55,3028,3090,0,0,78.54,78.55,78.54,78.55,600.28,611.89,0,0,100%,100%,25,25,25
06:43:00,3230,3302,0,0,73.42,73.65,73.42,73.65,656.18,654,0,0,100%,100%,26,26,26
06:43:05,3259,3250,0,0,74.57,74.48,74.57,74.48,658.37,644.67,0,0,100%,100%,27,27,27
06:43:10,2783,2770,0,0,87.49,88.44,87.49,88.44,550.66,544,0,0,100%,100%,28,28,28
06:43:15,2891,2821,0,0,84.09,85.95,84.09,85.95,571.52,558.87,0,0,100%,100%,29,29,29
06:43:20,2716,2610,0,0,88.03,89.04,88.03,89.04,535.77,517.25,0,0,100%,100%,30,30,30
06:43:25,2806,2849,0,0,84.87,85.08,84.87,85.08,559.45,591.74,0,0,100%,100%,31,31,31
