Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
17:00:38,35,8960000,1017.77,1015.89,6.88,1760896.1,100%,0,0,0
17:00:43,228,58368000,1032.26,1030.59,39.76,10178340.85,100%,1,1,1
17:00:48,208,53248000,1283.31,1281.88,42.62,10911474.67,100%,2,2,2
17:00:53,238,60928000,1166.7,1165.27,41.18,10543207.47,100%,3,3,3
17:00:58,240,61440000,1144.12,1142.64,42.01,10754632.68,100%,4,4,4
17:01:03,329,84224000,806.75,805.21,60.21,15413831.88,100%,5,5,5
17:01:08,291,74496000,876.12,874.58,52.3,13388311.7,100%,6,6,6
17:01:13,338,86528000,695.16,693.62,65.05,16653704.38,100%,7,7,7
17:01:18,367,93952000,511.52,509.99,75.03,19206714.49,100%,8,8,8
17:01:23,515,131840000,474.5,473,107.81,27598467.66,100%,9,9,9
17:01:28,552,141312000,419.62,418.14,113.07,28945701.5,100%,10,10,10
17:01:33,481,123136000,433.89,432.43,97.08,24853182.03,100%,11,11,11
17:01:38,625,160000000,451.32,449.87,134.87,34527130.73,100%,12,12,12
17:01:43,764,195584000,290.9,289.37,148.23,37946357.92,100%,13,13,13
17:01:48,827,211712000,317.46,315.91,162.87,41695886.82,100%,14,14,14
17:01:53,733,187648000,265.76,264.24,142.38,36448473.1,100%,15,15,15
17:01:58,862,220672000,296.4,294.9,188.96,48373982.86,100%,16,16,16
17:02:03,871,222976000,297.64,296.11,170.91,43753690.95,100%,17,17,17
17:02:08,880,225280000,279.07,277.52,172.18,44077131.92,100%,18,18,18
17:02:13,980,250880000,245.97,244.41,198.54,50825424.61,100%,19,19,19
17:02:18,931,238336000,249.35,247.82,183.88,47072555.56,100%,20,20,20
17:02:23,874,223744000,252.17,250.62,173.27,44357704.57,100%,21,21,21
17:02:28,936,239616000,267.57,266.03,192.73,49337869.26,100%,22,22,22
17:02:33,971,248576000,266.27,264.75,189.22,48440775.97,100%,23,23,23
17:02:38,983,251648000,230.28,228.72,193.81,49614883.9,100%,24,24,24
17:02:43,1056,270336000,255.03,253.47,208.65,53413619.69,100%,25,25,25
17:02:48,1092,279552000,219.88,218.29,214.38,54882531.06,100%,26,26,26
17:02:53,1131,289536000,197.87,196.3,222.21,56885514.88,100%,27,27,27
17:02:58,1054,269824000,240.78,239.25,207.02,52996640.17,100%,28,28,28
17:03:03,1057,270592000,229.95,228.4,207.61,53148619.46,100%,29,29,29
