Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,4032,64512000,122.65,122.55,8.15,130364.93,100%
prepare,write,4032,64512000,127.56,127.44,7.83,125353.89,100%
prepare,write,4032,64512000,123.06,122.94,8.12,129930.66,100%
prepare,write,4032,64512000,128.66,128.55,7.77,124279.03,100%
prepare,write,4032,64512000,135.45,135.34,7.38,118055.68,100%
prepare,write,4032,64512000,134.72,134.61,7.42,118695.8,100%
prepare,write,4032,64512000,158.15,158.04,6.32,101124.71,100%
prepare,write,4032,64512000,128.46,128.36,7.78,124476.62,100%
prepare,write,4032,64512000,160.71,160.6,6.22,99510.56,100%
prepare,write,4032,64512000,154.04,153.92,6.49,103823.2,100%
prepare,write,4032,64512000,150.34,150.23,6.65,106370.49,100%
prepare,write,4032,64512000,158.6,158.49,6.3,100840.49,100%
prepare,write,4032,64512000,130.25,130.13,7.67,122771.26,100%
prepare,write,4032,64512000,145.2,145.09,6.88,110134.03,100%
prepare,write,4032,64512000,142.86,142.75,7,111934.9,100%
prepare,write,4032,64512000,136.99,136.87,7.3,116726.41,100%
prepare,write,4032,64512000,104.67,104.55,9.55,152759.82,100%
prepare,write,4032,64512000,113.42,113.31,8.81,140977.17,100%
prepare,write,4032,64512000,150.31,150.18,6.65,106397.33,100%
prepare,write,4032,64512000,159.36,159.24,6.27,100351.71,100%
prepare,write,4032,64512000,158.8,158.69,6.29,100713.29,100%
prepare,write,4032,64512000,154.39,154.28,6.47,103584.65,100%
prepare,write,4032,64512000,116.38,116.26,8.59,137391.12,100%
prepare,write,4032,64512000,133.34,133.23,7.5,119926.16,100%
prepare,write,4032,64512000,155.49,155.37,6.43,102847.96,100%
prepare,write,4032,64512000,156.3,156.18,6.39,102312.63,100%
prepare,write,4032,64512000,154.45,154.33,6.47,103536.1,100%
prepare,write,4032,64512000,158.54,158.42,6.3,100876.13,100%
prepare,write,4032,64512000,101.56,101.44,9.84,157420.06,100%
prepare,write,4032,64512000,109.79,109.67,9.1,145635.14,100%
prepare,write,4032,64512000,148.52,148.41,6.73,107676.49,100%
prepare,write,4032,64512000,112.61,112.49,8.87,141989.95,100%
prepare,write,4032,64512000,160.67,160.56,6.22,99543.57,100%
prepare,write,4032,64512000,150.73,150.63,6.63,106097.41,100%
prepare,write,4032,64512000,155.14,155.04,6.44,103088.07,100%
prepare,write,4032,64512000,159.59,159.49,6.26,100219.35,100%
prepare,write,4032,64512000,155.48,155.38,6.43,102863.21,100%
prepare,write,4032,64512000,153.27,153.17,6.52,104343.61,100%
prepare,write,4032,64512000,152.53,152.44,6.55,104853.91,100%
prepare,write,4032,64512000,157.11,157.02,6.36,101791.99,100%
prepare,write,3840,61440000,146.59,146.48,6.82,109099.24,100%
prepare,write,3840,61440000,154.01,153.91,6.49,103846.93,100%
prepare,write,3840,61440000,147.52,147.41,6.78,108408.93,100%
prepare,write,3840,61440000,95.91,95.81,10.42,166719.13,100%
prepare,write,3840,61440000,97.1,97,10.29,164680.97,100%
prepare,write,3840,61440000,145.77,145.68,6.86,109709.78,100%
prepare,write,3840,61440000,149.41,149.3,6.69,107044.48,100%
prepare,write,3840,61440000,154.92,154.81,6.45,103233.09,100%
