Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,cleanup-delete,Min-Version,Version,Max-Version
00:47:16,20,28,0,0,1530.85,1277.18,1530.85,1277.18,3.92,5.48,0,0,100%,100%,0,0,0
00:47:21,195,184,0,0,1292.11,1329.24,1292.11,1329.24,33.01,30.82,0,0,100%,100%,1,1,1
00:47:26,162,176,0,0,1644.01,1663.62,1644.01,1663.62,31.54,33.2,0,0,100%,100%,2,2,2
00:47:31,168,172,0,0,1642.77,1679.42,1642.77,1679.42,29.75,28.55,0,0,100%,100%,3,3,3
00:47:36,148,154,0,0,1685.25,1645.75,1685.25,1645.75,26.01,28.09,0,0,100%,100%,4,4,4
00:47:41,173,120,0,0,1196.86,1644.82,1196.86,1644.82,32.98,22.33,0,0,100%,100%,5,5,5
00:47:46,445,229,0,0,682.83,1073.92,682.83,1073.92,87.12,48.86,0,0,100%,100%,6,6,6
00:47:51,549,238,0,0,477.61,930.69,477.61,930.69,104.09,45.66,0,0,100%,100%,7,7,7
00:47:56,769,268,0,0,279.35,747.74,279.35,747.74,176.18,57.44,0,0,100%,100%,8,8,8
00:48:01,604,392,0,0,371.6,681.65,371.6,681.65,117.65,77.2,0,0,100%,100%,9,9,9
00:48:06,812,450,0,0,261.44,535.82,261.44,535.82,181.07,87.57,0,0,100%,100%,10,10,10
00:48:11,1499,664,0,0,158.2,398.5,158.2,398.5,313.42,131.9,0,0,100%,100%,11,11,11
00:48:16,1742,749,0,0,133.96,330.46,133.96,330.46,344.46,142.22,0,0,100%,100%,12,12,12
00:48:21,1253,780,0,0,194.55,292.07,194.55,292.07,249.63,154.78,0,0,100%,100%,13,13,13
00:48:26,1217,925,0,0,189.9,229.31,189.9,229.31,248.47,184.84,0,0,100%,100%,14,14,14
00:48:31,988,959,0,0,278.7,237.47,278.7,237.47,192.66,192.61,0,0,100%,100%,15,15,15
00:48:36,1668,903,0,0,149.76,308.04,149.76,308.04,328.03,181.13,0,0,100%,100%,16,16,16
00:48:41,1464,986,0,0,152.36,245.06,152.36,245.06,282.69,194.57,0,0,100%,100%,17,17,17
00:48:46,1467,1255,0,0,176.4,218.32,176.4,218.32,293.3,246.69,0,0,100%,100%,18,18,18
00:48:51,1671,1268,0,0,143.04,172.03,143.04,172.03,324.24,249.97,0,0,100%,100%,19,19,19
00:48:56,2313,1413,0,0,100.97,160.88,100.97,160.88,457.51,281.29,0,0,100%,100%,20,20,20
00:49:01,2144,1434,0,0,112.74,165.54,112.74,165.54,423.16,284.81,0,0,100%,100%,21,21,21
00:49:06,2092,1481,0,0,99.47,163.31,99.47,163.31,411.43,294.13,0,0,100%,100%,22,22,22
00:49:11,2743,1741,0,0,96.6,153.04,96.6,153.04,549.55,344.32,0,0,100%,100%,23,23,23
00:49:16,2390,1786,0,0,100.18,121.18,100.18,121.18,459.28,353.33,0,0,100%,100%,24,24,24
00:49:21,1963,1962,0,0,129.92,129.02,129.92,129.02,393.72,405.26,0,0,100%,100%,25,25,25
00:49:26,2051,2033,0,0,103.68,105.95,103.68,105.95,419.62,403.82,0,0,100%,100%,26,26,26
00:49:31,2121,2063,0,0,102.88,114.96,102.88,114.96,422.07,409.62,0,0,100%,100%,27,27,27
00:49:36,2146,2097,0,0,116.64,131.59,116.64,131.59,427.08,415.47,0,0,100%,100%,28,28,28
00:49:41,2179,2222,0,0,126.87,111.54,126.87,111.54,432.46,455.42,0,0,100%,100%,29,29,29
00:49:46,2357,2353,0,0,103.38,102.03,103.38,102.03,466.86,466.89,0,0,100%,100%,30,30,30
00:49:51,2428,2444,0,0,102.56,96.1,102.56,96.1,479.72,486.43,0,0,100%,100%,31,31,31
00:49:56,2445,2370,0,0,100.51,101.24,100.51,101.24,483.41,471.39,0,0,100%,100%,32,32,32
00:50:01,2623,2610,0,0,91.32,91.62,91.32,91.62,519.26,523.97,0,0,100%,100%,33,33,33
00:50:06,2829,2833,0,0,84.35,84.27,84.35,84.27,562.58,562.58,0,0,100%,100%,34,34,34
00:50:11,2869,2689,0,0,83.81,84.68,83.81,84.68,568.67,535.03,0,0,100%,100%,35,35,35
00:50:16,2891,2853,0,0,80.67,83.44,80.67,83.44,575.66,597.26,0,0,100%,100%,36,36,36
