Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
prepare,write,4032,16128000,91.95,91.92,10.87,43467.01,100%
prepare,write,4032,16128000,125.67,125.65,7.95,31810.84,100%
prepare,write,4032,16128000,117.13,117.11,8.53,34126.04,100%
prepare,write,4032,16128000,99.7,99.67,10.02,40091.38,100%
prepare,write,4032,16128000,104.68,104.66,9.55,38183.35,100%
prepare,write,4032,16128000,123.01,122.98,8.12,32499.09,100%
prepare,write,4032,16128000,86.52,86.5,11.55,46188.21,100%
prepare,write,4032,16128000,108.31,108.29,9.23,36902.29,100%
prepare,write,4032,16128000,87.29,87.27,11.45,45780.46,100%
prepare,write,4032,16128000,85.56,85.53,11.68,46706.94,100%
prepare,write,4032,16128000,120.46,120.44,8.3,33183.48,100%
prepare,write,4032,16128000,117.31,117.28,8.52,34076.14,100%
prepare,write,4032,16128000,89.16,89.13,11.21,44822.41,100%
prepare,write,4032,16128000,116.26,116.24,8.6,34381.76,100%
prepare,write,4032,16128000,91.35,91.33,10.94,43747.51,100%
prepare,write,4032,16128000,101.45,101.42,9.85,39402.9,100%
prepare,write,4032,16128000,125.65,125.63,7.95,31815.86,100%
prepare,write,4032,16128000,100.61,100.58,9.93,39726.68,100%
prepare,write,4032,16128000,102.81,102.78,9.72,38879.33,100%
prepare,write,4032,16128000,116.35,116.32,8.59,34354.36,100%
prepare,write,4032,16128000,120.78,120.75,8.27,33099.51,100%
prepare,write,4032,16128000,98.44,98.41,10.15,40606.17,100%
prepare,write,4032,16128000,104.35,104.32,9.58,38308.97,100%
prepare,write,4032,16128000,114.97,114.95,8.69,34764.76,100%
prepare,write,4032,16128000,118.47,118.44,8.44,33744.04,100%
prepare,write,4032,16128000,100.93,100.91,9.9,39599.29,100%
prepare,write,4032,16128000,122.42,122.39,8.16,32656.04,100%
prepare,write,4032,16128000,88.59,88.56,11.28,45114.55,100%
prepare,write,4032,16128000,104.07,104.05,9.6,38406.49,100%
prepare,write,4032,16128000,82.81,82.79,12.06,48254.92,100%
prepare,write,4032,16128000,102.39,102.37,9.76,39039.6,100%
prepare,write,4032,16128000,114.09,114.06,8.76,35037.33,100%
prepare,write,4032,16128000,124.59,124.57,8.02,32089.07,100%
prepare,write,4032,16128000,123.91,123.89,8.07,32262.71,100%
prepare,write,4032,16128000,105.02,105,9.52,38063.59,100%
prepare,write,4032,16128000,116.98,116.96,8.54,34171.59,100%
prepare,write,4032,16128000,118.82,118.8,8.41,33645.07,100%
prepare,write,4032,16128000,117.8,117.79,8.49,33940.61,100%
prepare,write,4032,16128000,105.33,105.31,9.49,37954.93,100%
prepare,write,4032,16128000,119.52,119.51,8.36,33448.64,100%
prepare,write,3840,15360000,103.75,103.73,9.63,38528.01,100%
prepare,write,3840,15360000,104.16,104.14,9.6,38381.58,100%
prepare,write,3840,15360000,97.48,97.46,10.25,41001.88,100%
prepare,write,3840,15360000,101.61,101.59,9.83,39339.02,100%
prepare,write,3840,15360000,102.96,102.93,9.71,38826.9,100%
prepare,write,3840,15360000,78.82,78.8,12.68,50706.29,100%
prepare,write,3840,15360000,96.55,96.53,10.35,41400.72,100%
prepare,write,3840,15360000,98.46,98.45,10.15,40595.18,100%
