zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
mirror,1579377710188,write,16k,2,180,0,0,0,0,205956055040,1143996928,17445.690915,1090.330526
mirror,1579385858902,write,16k,4,180,0,0,0,0,440189894656,2444236559,18644.871828,1165.275992
mirror,1579431396716,write,16k,8,180,0,0,0,0,472872009728,2624180122,10010.105221,625.597396
mirror,1579440490687,write,1M,12,180,0,0,0,0,1307625652224,7261803265,18376.660943,17.880341
mirror,1579331749861,write,1M,1,180,0,0,0,0,290112667648,1611611694,48871.286453,47.662461
mirror,1579378615304,write,1M,2,180,0,0,0,0,545509081088,3030387144,45878.369109,44.728653
mirror,1579386765162,write,1M,4,180,0,0,0,0,733240885248,4072293537,30868.537514,30.081774
mirror,1579432305211,write,1M,8,180,0,0,0,0,1027095920640,5704345453,21672.616111,21.102644
mirror,1579440675583,write,2M,12,180,0,0,0,0,982530392064,5440608620,13637.583242,6.585637
mirror,1579331931036,write,2M,1,180,0,0,0,0,289392295936,1607404566,48662.892372,23.700115
mirror,1579378796752,write,2M,2,180,0,0,0,0,554927390720,3082450456,46601.807475,22.683371
mirror,1579386947453,write,2M,4,180,0,0,0,0,615033864192,3413801345,25853.510414,12.55184
mirror,1579432488724,write,2M,8,180,0,0,0,0,876951371776,4864601112,18388.637462,8.911611
mirror,1579439761739,write,32k,12,180,0,0,0,0,462173831168,2567218787,6513.102619,203.491831
mirror,1579331026092,write,32k,1,180,0,0,0,0,169930522624,943618103,28824.487302,900.740303
mirror,1579377891119,write,32k,2,180,0,0,0,0,265797533696,1476365893,22506.4883,703.297764
mirror,1579386039943,write,32k,4,180,0,0,0,0,324672749568,1803607237,13746.391062,429.536015
mirror,1579431578169,write,32k,8,180,0,0,0,0,403411402752,2239382953,8526.058826,266.403882
mirror,1579439216737,write,4k,12,180,0,0,0,0,325626150912,1808913577,4596.697432,1149.140053
mirror,1579330483406,write,4k,1,180,0,0,0,0,119956348928,666146599,20331.494876,5082.857738
mirror,1579377348228,write,4k,2,180,0,0,0,0,232214687744,1289809305,19680.591586,4920.127817
mirror,1579385496752,write,4k,4,180,0,0,0,0,298254258176,1656563163,12636.922356,3159.202392
mirror,1579431033844,write,4k,8,180,0,0,0,0,318245732352,1767766681,6740.75925,1685.159243
mirror,1579440307435,write,512k,12,180,0,0,0,0,1237919465472,6876069750,17314.496266,33.747179
mirror,1579331568809,write,512k,1,180,0,0,0,0,287202344960,1595338145,48485.953622,94.643449
mirror,1579378434052,write,512k,2,180,0,0,0,0,561183195136,3116974439,47328.958161,92.378075
mirror,1579386583492,write,512k,4,180,0,0,0,0,1039242100736,5769240296,43737.999564,85.366867
mirror,1579432122781,write,512k,8,180,0,0,0,0,1073755455488,5963817131,22578.023746,44.039009
mirror,1579439943442,write,64k,12,180,0,0,0,0,387000303616,2149738940,5421.5255,84.658555
mirror,1579331207007,write,64k,1,180,0,0,0,0,108433768448,602219121,18377.746041,287.13233
mirror,1579378072094,write,64k,2,180,0,0,0,0,234843930624,1304166836,19910.827291,311.076953
mirror,1579386221045,write,64k,4,180,0,0,0,0,304292233216,1690352762,12851.872403,200.766343
mirror,1579431759465,write,64k,8,180,0,0,0,0,342276440064,1901409017,7211.333652,112.628415
mirror,1579439398285,write,8k,12,180,0,0,0,0,537238355968,2983580129,7582.36728,947.761381
