zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
raidz1,1579471608632,,,,,0,0,0,0,271076294656,1505971048,1470150.111421,2871.331476
raidz1,1579479743362,,,,,0,0,0,0,245943500800,1366345191,667567.064067,1303.799443
raidz1,1579487878368,,,,,0,0,0,0,277107703808,1539453033,375658.577886,733.684979
raidz1,1579496484596,,,,,0,0,0,0,276490092544,1536039002,187001.935675,365.20306
raidz1,1579504726535,,,,,0,0,0,0,22019375104,122319668,9940.2183,155.284255
raidz1,1579471247032,,,,,0,0,0,0,15733096448,87401721,85752.740223,1339.77095
raidz1,1579479381805,,,,,0,0,0,0,16507731968,91700961,44725.044444,698.745833
raidz1,1579487516723,,,,,0,0,0,0,14708506624,81706662,19954.839136,311.70195
raidz1,1579496122950,,,,,0,0,0,0,19153420288,106392522,12976.030292,202.671309
raidz1,1579504184256,,,,,0,0,0,0,1963900928,10908803,885.493144,110.651871
raidz1,1579470704833,,,,,0,0,0,0,340312064,1890549,1849.594972,231.039106
raidz1,1579478839629,,,,,0,0,0,0,848306176,4712131,2307.280726,288.255587
raidz1,1579486974499,,,,,0,0,0,0,1259413504,6996275,1706.405292,213.181058
raidz1,1579495580696,,,,,0,0,0,0,1648943104,9159471,1117.54187,139.640614
raidz1,1579500025992,,,,,273110007808,1516966000,123366.031033,963.763316,0,0,0,0
raidz1,1579466547443,,,,,93165584384,517580829,505150.25,3946.386111,0,0,0,0
raidz1,1579474682251,,,,,186041237504,1033522238,504349.291667,3940.1125,0,0,0,0
raidz1,1579482817138,,,,,249586253824,1386559486,338321.006954,2643.072323,0,0,0,0
raidz1,1579491422551,,,,,267126571008,1483756240,180992.121001,1413.941586,0,0,0,0
raidz1,1579499483619,,,,,276148125696,1533883563,124797.667285,7799.822057,0,0,0,0
raidz1,1579466005253,,,,,83788578816,465489518,454486.465181,28405.314763,0,0,0,0
raidz1,1579474140107,,,,,162246721536,901365667,439918.449861,27494.821727,0,0,0,0
raidz1,1579482274935,,,,,247962550272,1377485544,336202.05911,21012.577191,0,0,0,0
raidz1,1579490880212,,,,,270503084032,1502502757,183382.16852,11461.357192,0,0,0,0
raidz1,1579500387637,,,,,275844694016,1531832258,124662.685521,121.696695,0,0,0,0
raidz1,1579466908918,,,,,93945069568,521914153,509292.058496,497.300836,0,0,0,0
raidz1,1579475043696,,,,,193274576896,1073741684,523730.888889,511.419444,0,0,0,0
raidz1,1579483178600,,,,,254758879232,1415138421,345683.587744,337.541783,0,0,0,0
raidz1,1579491784151,,,,,271619981312,1508656257,183956.311281,179.591574,0,0,0,0
raidz1,1579500568435,,,,,273128882176,1516952875,123405.866511,60.177986,0,0,0,0
raidz1,1579467089695,,,,,94472503296,524774355,512279.044568,250.016713,0,0,0,0
raidz1,1579475224481,,,,,189546889216,1052851099,514675.603905,251.203626,0,0,0,0
raidz1,1579483359366,,,,,254030118912,1411184359,343959.172006,167.862117,0,0,0,0
raidz1,1579491964913,,,,,269771341824,1498405022,182730.947203,89.149301,0,0,0,0
raidz1,1579499664419,,,,,275661422592,1531018559,124585.760074,3893.267717,0,0,0,0
raidz1,1579466185984,,,,,87437508608,485761238,474031.986072,14813.295265,0,0,0,0
raidz1,1579474320834,,,,,173178159104,962052781,469592.196106,14674.606398,0,0,0,0
raidz1,1579482455657,,,,,247892180992,1377010482,336148.407922,10504.585823,0,0,0,0
raidz1,1579491060997,,,,,271099297792,1505672237,183793.969434,5743.515457,0,0,0,0
raidz1,1579499122083,,,,,279905918976,1554670126,126514.355123,31628.559342,0,0,0,0
raidz1,1579465643846,,,,,75804545024,421134021,411492.746518,102873.119777,0,0,0,0
