zfs_config,timestamp,pattern,config,blocksize,filesize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
raidz1,1579486793763,randwrite,mach2_zfs_raidz1,4k,64G,4,180,0,0,0,0,544776192,3026366,735.843056,183.888889
raidz1,1579495399946,randwrite,mach2_zfs_raidz1,4k,64G,8,180,0,0,0,0,680583168,3780513,460.065831,114.968304
raidz1,1579505088269,randwrite,mach2_zfs_raidz1,512k,64G,12,180,0,0,0,0,259648913408,1441989267,116915.397079,228.312239
raidz1,1579598418400,randwrite,mach2_zfs_raidz1,512k,64G,16,180,0,0,0,0,264685223936,1470408114,89273.731117,174.315698
raidz1,1579471608632,randwrite,mach2_zfs_raidz1,512k,64G,1,180,0,0,0,0,271076294656,1505971048,1470150.111421,2871.331476
raidz1,1579607487651,randwrite,mach2_zfs_raidz1,512k,64G,24,180,0,0,0,0,252100739072,1400474076,56712.961485,110.720766
raidz1,1579616092600,randwrite,mach2_zfs_raidz1,512k,64G,28,180,0,0,0,0,245858566144,1365751935,47268.065077,92.264878
raidz1,1579479743362,randwrite,mach2_zfs_raidz1,512k,64G,2,180,0,0,0,0,245943500800,1366345191,667567.064067,1303.799443
raidz1,1579487878368,randwrite,mach2_zfs_raidz1,512k,64G,4,180,0,0,0,0,277107703808,1539453033,375658.577886,733.684979
raidz1,1579496484596,randwrite,mach2_zfs_raidz1,512k,64G,8,180,0,0,0,0,276490092544,1536039002,187001.935675,365.20306
raidz1,1579504726535,randwrite,mach2_zfs_raidz1,64k,64G,12,180,0,0,0,0,22019375104,122319668,9940.2183,155.284255
raidz1,1579598056574,randwrite,mach2_zfs_raidz1,64k,64G,16,180,0,0,0,0,26628128768,147883111,9043.264464,141.233001
raidz1,1579471247032,randwrite,mach2_zfs_raidz1,64k,64G,1,180,0,0,0,0,15733096448,87401721,85752.740223,1339.77095
raidz1,1579607125926,randwrite,mach2_zfs_raidz1,64k,64G,24,180,0,0,0,0,26393968640,146602209,5975.050228,93.317603
raidz1,1579615730760,randwrite,mach2_zfs_raidz1,64k,64G,28,180,0,0,0,0,27058831360,150255052,5244.5832,81.89968
raidz1,1579479381805,randwrite,mach2_zfs_raidz1,64k,64G,2,180,0,0,0,0,16507731968,91700961,44725.044444,698.745833
raidz1,1579487516723,randwrite,mach2_zfs_raidz1,64k,64G,4,180,0,0,0,0,14708506624,81706662,19954.839136,311.70195
raidz1,1579496122950,randwrite,mach2_zfs_raidz1,64k,64G,8,180,0,0,0,0,19153420288,106392522,12976.030292,202.671309
raidz1,1579504184256,randwrite,mach2_zfs_raidz1,8k,64G,12,180,0,0,0,0,1963900928,10908803,885.493144,110.651871
raidz1,1579597514215,randwrite,mach2_zfs_raidz1,8k,64G,16,180,0,0,0,0,2350497792,13057087,793.356198,99.123781
raidz1,1579470704833,randwrite,mach2_zfs_raidz1,8k,64G,1,180,0,0,0,0,340312064,1890549,1849.594972,231.039106
raidz1,1579606583553,randwrite,mach2_zfs_raidz1,8k,64G,24,180,0,0,0,0,2496913408,13869198,561.189048,70.108825
raidz1,1579615188191,randwrite,mach2_zfs_raidz1,8k,64G,28,180,0,0,0,0,2485313536,13805303,478.692216,59.771257
raidz1,1579478839629,randwrite,mach2_zfs_raidz1,8k,64G,2,180,0,0,0,0,848306176,4712131,2307.280726,288.255587
raidz1,1579486974499,randwrite,mach2_zfs_raidz1,8k,64G,4,180,0,0,0,0,1259413504,6996275,1706.405292,213.181058
raidz1,1579495580696,randwrite,mach2_zfs_raidz1,8k,64G,8,180,0,0,0,0,1648943104,9159471,1117.54187,139.640614
raidz1,1579500025992,read,mach2_zfs_raidz1,128k,64G,12,180,273110007808,1516966000,123366.031033,963.763316,0,0,0,0
raidz1,1579593355393,read,mach2_zfs_raidz1,128k,64G,16,180,265206366208,1472477034,89915.644074,702.419013,0,0,0,0
raidz1,1579466547443,read,mach2_zfs_raidz1,128k,64G,1,180,93165584384,517580829,505150.25,3946.386111,0,0,0,0
raidz1,1579602424130,read,mach2_zfs_raidz1,128k,64G,24,180,267280056320,1484163610,60456.998028,472.301589,0,0,0,0
raidz1,1579611028155,read,mach2_zfs_raidz1,128k,64G,28,180,285944315904,1587679847,55407.437133,432.85409,0,0,0,0
raidz1,1579474682251,read,mach2_zfs_raidz1,128k,64G,2,180,186041237504,1033522238,504349.291667,3940.1125,0,0,0,0
raidz1,1579482817138,read,mach2_zfs_raidz1,128k,64G,4,180,249586253824,1386559486,338321.006954,2643.072323,0,0,0,0
raidz1,1579491422551,read,mach2_zfs_raidz1,128k,64G,8,180,267126571008,1483756240,180992.121001,1413.941586,0,0,0,0
raidz1,1579499483619,read,mach2_zfs_raidz1,16k,64G,12,180,276148125696,1533883563,124797.667285,7799.822057,0,0,0,0
raidz1,1579592812879,read,mach2_zfs_raidz1,16k,64G,16,180,267659378688,1486476281,90732.134595,5670.717958,0,0,0,0
raidz1,1579466005253,read,mach2_zfs_raidz1,16k,64G,1,180,83788578816,465489518,454486.465181,28405.314763,0,0,0,0
raidz1,1579601881569,read,mach2_zfs_raidz1,16k,64G,24,180,273680433152,1519720762,61849.916667,3865.595486,0,0,0,0
raidz1,1579610485542,read,mach2_zfs_raidz1,16k,64G,28,180,289680687104,1608506089,56113.515085,3507.063815,0,0,0,0
raidz1,1579474140107,read,mach2_zfs_raidz1,16k,64G,2,180,162246721536,901365667,439918.449861,27494.821727,0,0,0,0
raidz1,1579482274935,read,mach2_zfs_raidz1,16k,64G,4,180,247962550272,1377485544,336202.05911,21012.577191,0,0,0,0
raidz1,1579490880212,read,mach2_zfs_raidz1,16k,64G,8,180,270503084032,1502502757,183382.16852,11461.357192,0,0,0,0
raidz1,1579500387637,read,mach2_zfs_raidz1,1M,64G,12,180,275844694016,1531832258,124662.685521,121.696695,0,0,0,0
raidz1,1579593717126,read,mach2_zfs_raidz1,1M,64G,16,180,266678042624,1480467230,90413.085244,88.254682,0,0,0,0
raidz1,1579466908918,read,mach2_zfs_raidz1,1M,64G,1,180,93945069568,521914153,509292.058496,497.300836,0,0,0,0
raidz1,1579602785847,read,mach2_zfs_raidz1,1M,64G,24,180,267592400896,1485873257,60520.439104,59.060016,0,0,0,0
raidz1,1579611389880,read,mach2_zfs_raidz1,1M,64G,28,180,289071431680,1605007227,55972.438819,54.631907,0,0,0,0
raidz1,1579475043696,read,mach2_zfs_raidz1,1M,64G,2,180,193274576896,1073741684,523730.888889,511.419444,0,0,0,0
raidz1,1579483178600,read,mach2_zfs_raidz1,1M,64G,4,180,254758879232,1415138421,345683.587744,337.541783,0,0,0,0
raidz1,1579491784151,read,mach2_zfs_raidz1,1M,64G,8,180,271619981312,1508656257,183956.311281,179.591574,0,0,0,0
raidz1,1579500568435,read,mach2_zfs_raidz1,2M,64G,12,180,273128882176,1516952875,123405.866511,60.177986,0,0,0,0
raidz1,1579593897965,read,mach2_zfs_raidz1,2M,64G,16,180,263987396608,1466311531,89484.474678,43.65555,0,0,0,0
raidz1,1579467089695,read,mach2_zfs_raidz1,2M,64G,1,180,94472503296,524774355,512279.044568,250.016713,0,0,0,0
raidz1,1579602966762,read,mach2_zfs_raidz1,2M,64G,24,180,267053432832,1482444227,60419.740473,29.455538,0,0,0,0
raidz1,1579611570760,read,mach2_zfs_raidz1,2M,64G,28,180,290581381120,1613534239,56299.944444,27.447802,0,0,0,0
raidz1,1579475224481,read,mach2_zfs_raidz1,2M,64G,2,180,189546889216,1052851099,514675.603905,251.203626,0,0,0,0
raidz1,1579483359366,read,mach2_zfs_raidz1,2M,64G,4,180,254030118912,1411184359,343959.172006,167.862117,0,0,0,0
raidz1,1579491964913,read,mach2_zfs_raidz1,2M,64G,8,180,269771341824,1498405022,182730.947203,89.149301,0,0,0,0
raidz1,1579499664419,read,mach2_zfs_raidz1,32k,64G,12,180,275661422592,1531018559,124585.760074,3893.267717,0,0,0,0
raidz1,1579592993681,read,mach2_zfs_raidz1,32k,64G,16,180,264854044672,1470961898,89808.053162,2806.472898,0,0,0,0
raidz1,1579466185984,read,mach2_zfs_raidz1,32k,64G,1,180,87437508608,485761238,474031.986072,14813.295265,0,0,0,0
raidz1,1579602062470,read,mach2_zfs_raidz1,32k,64G,24,180,271374221312,1506513047,61338.653815,1916.807919,0,0,0,0
raidz1,1579610666443,read,mach2_zfs_raidz1,32k,64G,28,180,288114212864,1599648066,55802.643219,1743.807719,0,0,0,0
raidz1,1579474320834,read,mach2_zfs_raidz1,32k,64G,2,180,173178159104,962052781,469592.196106,14674.606398,0,0,0,0
raidz1,1579482455657,read,mach2_zfs_raidz1,32k,64G,4,180,247892180992,1377010482,336148.407922,10504.585823,0,0,0,0
raidz1,1579491060997,read,mach2_zfs_raidz1,32k,64G,8,180,271099297792,1505672237,183793.969434,5743.515457,0,0,0,0
raidz1,1579499122083,read,mach2_zfs_raidz1,4k,64G,12,180,279905918976,1554670126,126514.355123,31628.559342,0,0,0,0
raidz1,1579592451250,read,mach2_zfs_raidz1,4k,64G,16,180,285430480896,1585134871,96775.490179,24193.853989,0,0,0,0
raidz1,1579465643846,read,mach2_zfs_raidz1,4k,64G,1,180,75804545024,421134021,411492.746518,102873.119777,0,0,0,0
raidz1,1579601519844,read,mach2_zfs_raidz1,4k,64G,24,180,290255331328,1611974382,65599.856514,16399.940475,0,0,0,0
raidz1,1579610123822,read,mach2_zfs_raidz1,4k,64G,28,180,302137495552,1677870493,58543.271464,14635.797519,0,0,0,0
raidz1,1579473778632,read,mach2_zfs_raidz1,4k,64G,2,180,143070810112,794833418,387933.383008,96983.270195,0,0,0,0
raidz1,1579481913474,read,mach2_zfs_raidz1,4k,64G,4,180,246070132736,1366570401,333823.874131,83455.933936,0,0,0,0
raidz1,1579490518711,read,mach2_zfs_raidz1,4k,64G,8,180,268831543296,1493193344,182272.069193,45567.985049,0,0,0,0
raidz1,1579500206801,read,mach2_zfs_raidz1,512k,64G,12,180,275330367488,1529044008,124419.912024,242.972609,0,0,0,0
raidz1,1579593536229,read,mach2_zfs_raidz1,512k,64G,16,180,267465523200,1485176984,90713.178727,177.138099,0,0,0,0
raidz1,1579466728186,read,mach2_zfs_raidz1,512k,64G,1,180,92715614208,515069576,502445.983333,981.263889,0,0,0,0
raidz1,1579602604976,read,mach2_zfs_raidz1,512k,64G,24,180,266848436224,1481964391,60364.242396,117.857942,0,0,0,0
raidz1,1579611208992,read,mach2_zfs_raidz1,512k,64G,28,180,286366629888,1590324932,55472.200899,108.305442,0,0,0,0
raidz1,1579474862984,read,mach2_zfs_raidz1,512k,64G,2,180,185472647168,1030317735,502550.409722,981.465278,0,0,0,0
raidz1,1579482997866,read,mach2_zfs_raidz1,512k,64G,4,180,249042042880,1383405507,337296.134214,658.696801,0,0,0,0
raidz1,1579491603374,read,mach2_zfs_raidz1,512k,64G,8,180,270084866048,1499796569,183272.9039,357.927577,0,0,0,0
raidz1,1579499845206,read,mach2_zfs_raidz1,64k,64G,12,180,273582784512,1519431646,123625.939801,1931.620282,0,0,0,0
raidz1,1579593174560,read,mach2_zfs_raidz1,64k,64G,16,180,266816061440,1481225220,90446.931562,1413.196456,0,0,0,0
raidz1,1579466366705,read,mach2_zfs_raidz1,64k,64G,1,180,90933428224,505182905,492991.114206,7702.835655,0,0,0,0
raidz1,1579602243288,read,mach2_zfs_raidz1,64k,64G,24,180,270291566592,1501111104,61107.220394,954.778331,0,0,0,0
raidz1,1579610847298,read,mach2_zfs_raidz1,64k,64G,28,180,287114788864,1594355842,55592.541377,868.610935,0,0,0,0
raidz1,1579474501550,read,mach2_zfs_raidz1,64k,64G,2,180,180909899776,1005049415,490618.21727,7665.770195,0,0,0,0
raidz1,1579482636384,read,mach2_zfs_raidz1,64k,64G,4,180,250523811840,1391690712,339670.363194,5307.29375,0,0,0,0
raidz1,1579491241783,read,mach2_zfs_raidz1,64k,64G,8,180,268333875200,1490420826,181860.64524,2841.511814,0,0,0,0
raidz1,1579499302850,read,mach2_zfs_raidz1,8k,64G,12,180,277728100352,1542745333,125537.938889,15692.209491,0,0,0,0
raidz1,1579592632069,read,mach2_zfs_raidz1,8k,64G,16,180,268254388224,1489557378,90939.649409,11367.433287,0,0,0,0
raidz1,1579465824540,read,mach2_zfs_raidz1,8k,64G,1,180,78439129088,435770518,425339.961111,53167.4,0,0,0,0
raidz1,1579601700731,read,mach2_zfs_raidz1,8k,64G,24,180,278216376320,1544736856,62887.707224,7860.942348,0,0,0,0
raidz1,1579610304655,read,mach2_zfs_raidz1,8k,64G,28,180,289439907840,1607445812,56073.910291,7009.221693,0,0,0,0
raidz1,1579473959390,read,mach2_zfs_raidz1,8k,64G,2,180,151693238272,842707440,411525.464534,51440.602225,0,0,0,0
raidz1,1579482094204,read,mach2_zfs_raidz1,8k,64G,4,180,243867377664,1354668246,330681.394024,41335.102154,0,0,0,0
raidz1,1579490699466,read,mach2_zfs_raidz1,8k,64G,8,180,271067226112,1505711542,183780.746352,22972.542043,0,0,0,0
raidz1,1579497939375,write,mach2_zfs_raidz1,128k,64G,12,180,0,0,0,0,296498233344,1647203256,133841.565863,1045.608302
raidz1,1579589897257,write,mach2_zfs_raidz1,128k,64G,16,180,0,0,0,0,315784560640,1754319685,106996.159541,835.874001
raidz1,1579464920522,write,mach2_zfs_raidz1,128k,64G,1,180,0,0,0,0,298112122880,1656169259,1617096.699164,12633.554318
raidz1,1579599873425,write,mach2_zfs_raidz1,128k,64G,24,180,0,0,0,0,300917063680,1671733602,67991.036551,531.144233
raidz1,1579608941627,write,mach2_zfs_raidz1,128k,64G,28,180,0,0,0,0,302650490880,1681372934,58605.016902,457.824518
raidz1,1579473055091,write,mach2_zfs_raidz1,128k,64G,2,180,0,0,0,0,282329219072,1568486947,765060.119777,5977.005571
raidz1,1579481189811,write,mach2_zfs_raidz1,128k,64G,4,180,0,0,0,0,282935820288,1571856935,383935.819889,2999.47427
raidz1,1579489332599,write,mach2_zfs_raidz1,128k,64G,8,180,0,0,0,0,285812981760,1587841077,193470.676532,1511.461351
raidz1,1579497392487,write,mach2_zfs_raidz1,16k,64G,12,180,0,0,0,0,248296521728,1379279530,112080.988181,7005.048204
raidz1,1579589348207,write,mach2_zfs_raidz1,16k,64G,16,180,0,0,0,0,309111898112,1717278782,104672.172528,6541.988336
raidz1,1579464378336,write,mach2_zfs_raidz1,16k,64G,1,180,0,0,0,0,39182024704,217676705,212733.334262,13295.735376
raidz1,1579599326360,write,mach2_zfs_raidz1,16k,64G,24,180,0,0,0,0,241263476736,1340181403,54529.930683,3408.100151
raidz1,1579608395714,write,mach2_zfs_raidz1,16k,64G,28,180,0,0,0,0,212880883712,1182402251,41201.298987,2575.058567
raidz1,1579472512927,write,mach2_zfs_raidz1,16k,64G,2,180,0,0,0,0,53904048128,299460279,146174.447222,9135.831944
raidz1,1579480647534,write,mach2_zfs_raidz1,16k,64G,4,180,0,0,0,0,76468256768,424762294,103693.203472,6480.776389
raidz1,1579488785525,write,mach2_zfs_raidz1,16k,64G,8,180,0,0,0,0,268303056896,1489703544,181482.197149,11342.625522
raidz1,1579498302243,write,mach2_zfs_raidz1,1M,64G,12,180,0,0,0,0,317366206464,1762930122,142766.628618,139.368835
raidz1,1579590263427,write,mach2_zfs_raidz1,1M,64G,16,180,0,0,0,0,321157857280,1784160758,108098.612185,105.524456
raidz1,1579465282139,write,mach2_zfs_raidz1,1M,64G,1,180,0,0,0,0,285153951744,1584179819,1546190.183333,1509.927778
raidz1,1579600236938,write,mach2_zfs_raidz1,1M,64G,24,180,0,0,0,0,310079651840,1721278147,69963.874489,68.27122
raidz1,1579609304524,write,mach2_zfs_raidz1,1M,64G,28,180,0,0,0,0,312986304512,1738513392,60627.853813,59.149101
raidz1,1579473416856,write,mach2_zfs_raidz1,1M,64G,2,180,0,0,0,0,285390929920,1585487549,774417.74548,756.239221
raidz1,1579481551611,write,mach2_zfs_raidz1,1M,64G,4,180,0,0,0,0,298834722816,1660165235,404191.340988,394.68128
raidz1,1579489696384,write,mach2_zfs_raidz1,1M,64G,8,180,0,0,0,0,310685728768,1725993471,209821.622957,204.864348
raidz1,1579498483738,write,mach2_zfs_raidz1,2M,64G,12,180,0,0,0,0,320002326528,1777672191,144816.755384,70.670646
raidz1,1579590446793,write,mach2_zfs_raidz1,2M,64G,16,180,0,0,0,0,316456042496,1757825451,108977.592957,53.159278
raidz1,1579465463080,write,mach2_zfs_raidz1,2M,64G,1,180,0,0,0,0,289492959232,1608285283,1568889.111111,766.019444
raidz1,1579600419290,write,mach2_zfs_raidz1,2M,64G,24,180,0,0,0,0,313700384768,1742595974,71574.596198,34.900992
raidz1,1579609485967,write,mach2_zfs_raidz1,2M,64G,28,180,0,0,0,0,312712626176,1737041461,60582.292631,29.523392
raidz1,1579473597844,write,mach2_zfs_raidz1,2M,64G,2,180,0,0,0,0,284128444416,1578482588,771351.240947,376.614206
raidz1,1579481732616,write,mach2_zfs_raidz1,2M,64G,4,180,0,0,0,0,295012663296,1638895505,399190.61057,194.879694
raidz1,1579489878569,write,mach2_zfs_raidz1,2M,64G,8,180,0,0,0,0,311714381824,1731573408,209974.236092,102.477399
raidz1,1579497574804,write,mach2_zfs_raidz1,32k,64G,12,180,0,0,0,0,246728032256,1369843722,111679.311369,3489.951972
raidz1,1579589530879,write,mach2_zfs_raidz1,32k,64G,16,180,0,0,0,0,311374381056,1729838452,105496.925913,3296.755478
raidz1,1579464559092,write,mach2_zfs_raidz1,32k,64G,1,180,0,0,0,0,55673520128,309276715,301925.086111,9435.047222
raidz1,1579599508923,write,mach2_zfs_raidz1,32k,64G,24,180,0,0,0,0,256140935168,1422926143,57911.922284,1809.726083
raidz1,1579608577855,write,mach2_zfs_raidz1,32k,64G,28,180,0,0,0,0,178316247040,989980330,34561.016688,1080.008145
raidz1,1579472693624,write,mach2_zfs_raidz1,32k,64G,2,180,0,0,0,0,75134730240,417412849,203775.836111,6367.955556
raidz1,1579480828324,write,mach2_zfs_raidz1,32k,64G,4,180,0,0,0,0,53437923328,296847667,72442.217361,2263.772917
raidz1,1579488968006,write,mach2_zfs_raidz1,32k,64G,8,180,0,0,0,0,272658333696,1513927449,185065.456885,5783.280598
raidz1,1579497027745,write,mach2_zfs_raidz1,4k,64G,12,180,0,0,0,0,224920367104,1249460414,101621.563645,25405.376304
raidz1,1579588982120,write,mach2_zfs_raidz1,4k,64G,16,180,0,0,0,0,315620511744,1753427804,106961.733507,26740.413229
raidz1,1579464016823,write,mach2_zfs_raidz1,4k,64G,1,180,0,0,0,0,73432698880,407914114,398211.344444,99552.761111
raidz1,1579598961617,write,mach2_zfs_raidz1,4k,64G,24,180,0,0,0,0,219498250240,1218338219,49612.92338,12403.217593
raidz1,1579608031006,write,mach2_zfs_raidz1,4k,64G,28,180,0,0,0,0,197103255552,1093978806,38107.722211,9526.926062
raidz1,1579472151442,write,mach2_zfs_raidz1,4k,64G,2,180,0,0,0,0,78063083520,433599486,211695.093056,52923.7125
raidz1,1579480286085,write,mach2_zfs_raidz1,4k,64G,4,180,0,0,0,0,145775403008,809813861,197812.505212,49453.0959
raidz1,1579488421255,write,mach2_zfs_raidz1,4k,64G,8,180,0,0,0,0,250939424768,1393891087,169951.045549,42487.74548
raidz1,1579498120737,write,mach2_zfs_raidz1,512k,64G,12,180,0,0,0,0,313546768384,1741907136,141367.685893,276.080843
raidz1,1579590080394,write,mach2_zfs_raidz1,512k,64G,16,180,0,0,0,0,322493218816,1791559321,108990.073128,212.832378
raidz1,1579465101316,write,mach2_zfs_raidz1,512k,64G,1,180,0,0,0,0,294010224640,1633381062,1594628.922222,3114.494444
raidz1,1579600055108,write,mach2_zfs_raidz1,512k,64G,24,180,0,0,0,0,307675267072,1709278551,69158.373133,135.035321
raidz1,1579609123055,write,mach2_zfs_raidz1,512k,64G,28,180,0,0,0,0,307008372736,1704200838,59151.817532,115.481088
raidz1,1579473235918,write,mach2_zfs_raidz1,512k,64G,2,180,0,0,0,0,289425326080,1607909545,785312.168289,1533.789986
raidz1,1579481370674,write,mach2_zfs_raidz1,512k,64G,4,180,0,0,0,0,295160512512,1639771515,399929.226704,781.081363
raidz1,1579489514365,write,mach2_zfs_raidz1,512k,64G,8,180,0,0,0,0,314480001024,1747101410,212736.213913,415.469217
raidz1,1579497757280,write,mach2_zfs_raidz1,64k,64G,12,180,0,0,0,0,245834055680,1364122963,110794.267609,1731.136006
raidz1,1579589713997,write,mach2_zfs_raidz1,64k,64G,16,180,0,0,0,0,315540701184,1752964940,106925.742832,1670.698697
raidz1,1579464739805,write,mach2_zfs_raidz1,64k,64G,1,180,0,0,0,0,19598868480,108880787,106226.394444,1659.638889
raidz1,1579599691336,write,mach2_zfs_raidz1,64k,64G,24,180,0,0,0,0,236447662080,1312562656,53296.427595,832.724282
raidz1,1579608759634,write,mach2_zfs_raidz1,64k,64G,28,180,0,0,0,0,212137410560,1177056770,41160.067775,643.091561
raidz1,1579472874374,write,mach2_zfs_raidz1,64k,64G,2,180,0,0,0,0,33160298496,184207506,89848.119611,1403.827538
raidz1,1579481009064,write,mach2_zfs_raidz1,64k,64G,4,180,0,0,0,0,85683208192,475978158,116159.612926,1814.972898
raidz1,1579489150389,write,mach2_zfs_raidz1,64k,64G,8,180,0,0,0,0,268261392384,1489761717,181412.447149,2834.548331
raidz1,1579497210474,write,mach2_zfs_raidz1,8k,64G,12,180,0,0,0,0,232513306624,1291403392,105095.677561,13136.951321
raidz1,1579589165341,write,mach2_zfs_raidz1,8k,64G,16,180,0,0,0,0,302950465536,1683039441,102599.537591,12824.924991
raidz1,1579464197547,write,mach2_zfs_raidz1,8k,64G,1,180,0,0,0,0,22674153472,125959821,122983.788889,15372.916667
raidz1,1579599144116,write,mach2_zfs_raidz1,8k,64G,24,180,0,0,0,0,233548865536,1295543185,52608.223265,6576.013556
raidz1,1579608213271,write,mach2_zfs_raidz1,8k,64G,28,180,0,0,0,0,199994015744,1110288326,38706.222299,4838.25278
raidz1,1579472332214,write,mach2_zfs_raidz1,8k,64G,2,180,0,0,0,0,30956077056,171970562,83943.298611,10492.836111
raidz1,1579480466801,write,mach2_zfs_raidz1,8k,64G,4,180,0,0,0,0,43687378944,242691481,59224.629167,7402.9875
raidz1,1579488603393,write,mach2_zfs_raidz1,8k,64G,8,180,0,0,0,0,241909407744,1343470939,163606.331015,20450.774687
raidz2,1579544944934,randread,mach2_zfs_raidz2,128k,64G,12,180,108122603520,600624405,48787.748843,381.113657,0,0,0,0
raidz2,1579511442813,randread,mach2_zfs_raidz2,128k,64G,1,180,324050616320,1800271200,1756434.395543,13721.972145,0,0,0,0
raidz2,1579519577624,randread,mach2_zfs_raidz2,128k,64G,2,180,56338546688,312969322,152784.930459,1193.421419,0,0,0,0
raidz2,1579527713040,randread,mach2_zfs_raidz2,128k,64G,4,180,69295276032,384950230,93864.547222,733.266667,0,0,0,0
raidz2,1579536328651,randread,mach2_zfs_raidz2,128k,64G,8,180,93243703296,517891101,63114.971181,492.966667,0,0,0,0
raidz2,1579544402655,randread,mach2_zfs_raidz2,16k,64G,12,180,10589487104,58824601,4776.026395,298.46307,0,0,0,0
raidz2,1579510900707,randread,mach2_zfs_raidz2,16k,64G,1,180,59420393472,330111463,321874.306407,20116.949861,0,0,0,0
raidz2,1579519035389,randread,mach2_zfs_raidz2,16k,64G,2,180,6150242304,34166114,16659.936111,1041.075,0,0,0,0
raidz2,1579527170838,randread,mach2_zfs_raidz2,16k,64G,4,180,7076184064,39309949,9580.002083,598.518056,0,0,0,0
raidz2,1579535786374,randread,mach2_zfs_raidz2,16k,64G,8,180,9594503168,53287993,6492.360764,405.559375,0,0,0,0
raidz2,1579545306546,randread,mach2_zfs_raidz2,1M,64G,12,180,65728937984,365020841,29628.964032,28.863938,0,0,0,0
raidz2,1579511804249,randread,mach2_zfs_raidz2,1M,64G,1,180,364630769664,2025715244,1975939.545961,1929.571031,0,0,0,0
raidz2,1579519939165,randread,mach2_zfs_raidz2,1M,64G,2,180,56663998464,314768514,153526.729428,149.730823,0,0,0,0
raidz2,1579528074560,randread,mach2_zfs_raidz2,1M,64G,4,180,57779683328,320967927,78099.621244,76.109015,0,0,0,0
raidz2,1579536690167,randread,mach2_zfs_raidz2,1M,64G,8,180,56971231232,316431248,38583.639095,37.588547,0,0,0,0
raidz2,1579545487349,randread,mach2_zfs_raidz2,2M,64G,12,180,77504446464,430434388,34861.97068,16.942562,0,0,0,0
raidz2,1579511984963,randread,mach2_zfs_raidz2,2M,64G,1,180,398765064192,2215349160,2161050.275766,1054.994429,0,0,0,0
raidz2,1579520119924,randread,mach2_zfs_raidz2,2M,64G,2,180,71957479424,399719361,194724.143855,94.837989,0,0,0,0
raidz2,1579528255305,randread,mach2_zfs_raidz2,2M,64G,4,180,57216598016,317838205,77462.363958,37.636042,0,0,0,0
raidz2,1579536870989,randread,mach2_zfs_raidz2,2M,64G,8,180,70369935360,390865912,47550.703677,23.008568,0,0,0,0
raidz2,1579544583420,randread,mach2_zfs_raidz2,32k,64G,12,180,22982950912,127661783,10371.538444,324.082446,0,0,0,0
raidz2,1579511081428,randread,mach2_zfs_raidz2,32k,64G,1,180,138564042752,769795960,751360.902507,23479.866295,0,0,0,0
raidz2,1579519216141,randread,mach2_zfs_raidz2,32k,64G,2,180,14694055936,81624121,39818.916667,1244.244444,0,0,0,0
raidz2,1579527351589,randread,mach2_zfs_raidz2,32k,64G,4,180,15528493056,86265092,21031.451389,657.148611,0,0,0,0
raidz2,1579535967122,randread,mach2_zfs_raidz2,32k,64G,8,180,20299579392,112769176,13751.807786,429.609315,0,0,0,0
raidz2,1579544041139,randread,mach2_zfs_raidz2,4k,64G,12,180,1519878144,8442501,688.448637,172.066853,0,0,0,0
raidz2,1579510539282,randread,mach2_zfs_raidz2,4k,64G,1,180,14642782208,81348338,79389.041783,19847.158774,0,0,0,0
raidz2,1579518673926,randread,mach2_zfs_raidz2,4k,64G,2,180,629198848,3495471,1709.640167,427.330544,0,0,0,0
raidz2,1579526809370,randread,mach2_zfs_raidz2,4k,64G,4,180,783826944,4354037,1064.674338,266.066248,0,0,0,0
raidz2,1579535424839,randread,mach2_zfs_raidz2,4k,64G,8,180,1203531776,6685619,815.77398,203.817231,0,0,0,0
raidz2,1579545125726,randread,mach2_zfs_raidz2,512k,64G,12,180,48964304896,271963479,22051.897983,42.93621,0,0,0,0
raidz2,1579511623538,randread,mach2_zfs_raidz2,512k,64G,1,180,358274301952,1990401730,1941705.749304,3792.21727,0,0,0,0
raidz2,1579519758340,randread,mach2_zfs_raidz2,512k,64G,2,180,38184943616,212129147,103455.970752,201.901114,0,0,0,0
raidz2,1579527893786,randread,mach2_zfs_raidz2,512k,64G,4,180,44614287360,247840629,60290.016713,117.550836,0,0,0,0
raidz2,1579536509394,randread,mach2_zfs_raidz2,512k,64G,8,180,44793593856,248811830,30185.786587,58.880894,0,0,0,0
raidz2,1579544764173,randread,mach2_zfs_raidz2,64k,64G,12,180,52059635712,289181640,23489.166898,366.959259,0,0,0,0
raidz2,1579511262114,randread,mach2_zfs_raidz2,64k,64G,1,180,220216098816,1223415974,1194202.454039,18659.342618,0,0,0,0
raidz2,1579519396881,randread,mach2_zfs_raidz2,64k,64G,2,180,33193459712,184399913,89954.183333,1405.420833,0,0,0,0
raidz2,1579527532314,randread,mach2_zfs_raidz2,64k,64G,4,180,34258944000,190310550,46405.85625,725.026389,0,0,0,0
raidz2,1579536147872,randread,mach2_zfs_raidz2,64k,64G,8,180,45810122752,254473820,31006.976728,484.182702,0,0,0,0
raidz2,1579544221900,randread,mach2_zfs_raidz2,8k,64G,12,180,4298711040,23878146,1937.354167,242.080787,0,0,0,0
