Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
01:52:18,43,44032000,826.42,820.26,8.48,8687945.05,100%,0,0,0
01:52:23,212,217088000,1325.1,1318.5,37,37892360.59,100%,1,1,1
01:52:28,254,260096000,996.98,991.03,52.04,53290754.45,100%,2,2,2
01:52:33,199,203776000,1199.6,1193.66,38.43,39356173.02,100%,3,3,3
01:52:38,227,232448000,764.94,759,47.08,48214752.6,100%,4,4,4
01:52:43,379,388096000,724.97,719.16,78.57,80459377.9,100%,5,5,5
01:52:48,443,453632000,536.35,530.38,90.11,92274541.51,100%,6,6,6
01:52:53,509,521216000,624.08,618.08,97.62,99958802.32,100%,7,7,7
01:52:58,547,560128000,416.54,410.46,106.54,109094611.78,100%,8,8,8
01:53:03,568,581632000,377.92,371.87,118.2,121035371.37,100%,9,9,9
01:53:08,670,686080000,349.86,343.68,137.18,140471178.16,100%,10,10,10
01:53:13,753,771072000,339.64,333.24,150.16,153766638,100%,11,11,11
01:53:18,777,795648000,334.81,328.51,150.04,153636407.32,100%,12,12,12
01:53:23,790,808960000,312.74,306.45,155.01,158726940.89,100%,13,13,13
01:53:28,870,890880000,274.21,267.74,170.58,174672431.95,100%,14,14,14
01:53:33,838,858112000,271.4,264.89,166.49,170490743.44,100%,15,15,15
01:53:38,889,910336000,276.04,269.61,185.02,189462534,100%,16,16,16
01:53:43,898,919552000,276.09,269.57,177.42,181681671.8,100%,17,17,17
01:53:48,911,932864000,253.96,247.41,177.67,181932911.68,100%,18,18,18
01:53:53,985,1008640000,247.41,240.95,192.96,197595129.81,100%,19,19,19
01:53:58,981,1004544000,249.89,243.36,199.74,204531842.31,100%,20,20,20
01:54:03,944,966656000,254.76,248.32,184.49,188915732.44,100%,21,21,21
01:54:08,905,926720000,262.76,256.24,182.59,186973597.49,100%,22,22,22
01:54:13,862,882688000,284.2,277.78,167.44,171456127.61,100%,23,23,23
01:54:18,800,819200000,299.04,292.67,156.27,160016852.39,100%,24,24,24
01:54:23,809,828416000,305.46,299.13,158.26,162056728.39,100%,25,25,25
01:54:28,862,882688000,270.77,264.33,174,178174629.76,100%,26,26,26
01:54:33,921,943104000,264.29,257.81,184.81,189248921.73,100%,27,27,27
01:54:38,846,866304000,260.33,253.93,166.93,170937518.67,100%,28,28,28
01:54:43,851,871424000,287.64,281.25,176.32,180552116.51,100%,29,29,29
01:54:48,866,886784000,279.73,273.23,175.86,180078988.14,100%,30,30,30
01:54:53,911,932864000,256.76,250.3,182.18,186547556.05,100%,31,31,31
01:54:58,936,958464000,272.13,265.73,185.75,190206272.14,100%,32,32,32
01:55:03,948,970752000,243.22,236.73,185.25,189693743.74,100%,33,33,33
01:55:08,1053,1078272000,229.35,222.75,215.84,221022180.06,100%,34,34,34
01:55:13,945,967680000,240.14,233.62,189.21,193754664,100%,35,35,35
01:55:18,1038,1062912000,232.92,226.36,214.48,219632200.51,100%,36,36,36
01:55:23,995,1018880000,256.39,249.84,192.97,197598420.32,100%,37,37,37
01:55:28,1056,1081344000,235.83,229.34,204.8,209712926.42,100%,38,38,38
01:55:33,1032,1056768000,222.13,215.7,202.68,207543851.69,100%,39,39,39
01:55:38,996,1019904000,245.35,238.76,200.71,205525427.32,100%,40,40,40
01:55:43,917,939008000,251.84,245.32,178.47,182749141.99,100%,41,41,41
01:55:48,993,1016832000,240.39,233.79,210.11,215155085.63,100%,42,42,42
01:55:53,966,989184000,233.08,226.6,193.21,197851045.74,100%,43,43,43
01:55:58,924,946176000,247.5,240.91,186.75,191228033.4,100%,44,44,44
01:56:03,955,977920000,269.42,262.93,193.29,197933776.65,100%,45,45,45
01:56:08,867,887808000,294.3,287.86,167.88,171906542.02,100%,46,46,46
01:56:13,940,962560000,245.51,239.09,189.37,193910149.76,100%,47,47,47
01:56:18,870,890880000,272.71,266.23,177.8,182063385.11,100%,48,48,48
01:56:23,948,970752000,247.75,241.24,187.73,192233963.33,100%,49,49,49
01:56:28,941,963584000,248.36,241.94,183.88,188297081.57,100%,50,50,50
01:56:33,878,899072000,267.23,260.83,176.22,180446369.85,100%,51,51,51
01:56:38,979,1002496000,236.79,230.4,202.51,207368842.53,100%,52,52,52
01:56:43,905,926720000,262.54,256.26,181.08,185428815.66,100%,53,53,53
01:56:48,936,958464000,257.1,250.71,183.32,187716302.74,100%,54,54,54
01:56:53,947,969728000,253.63,247.34,184.46,188887733.98,100%,55,55,55
01:56:58,948,970752000,241.78,235.36,189.8,194358175.98,100%,56,56,56
01:57:03,945,967680000,237.55,231.02,186.97,191461215.19,100%,57,57,57
01:57:08,917,939008000,254.18,247.76,179.75,184059047.16,100%,58,58,58
01:57:13,931,953344000,255.48,249.2,187.09,191583372.33,100%,59,59,59
01:57:18,929,951296000,288.42,281.97,181.65,186007770.56,100%,60,60,60
01:57:23,986,1009664000,269.77,263.33,198.74,203505634.11,100%,61,61,61
01:57:28,989,1012736000,253.69,247.27,192.42,197042269.98,100%,62,62,62
01:57:33,946,968704000,259.45,253.1,184.59,189021115.15,100%,63,63,63
01:57:38,991,1014784000,258.42,252.01,192.92,197546107.35,100%,64,64,64
01:57:43,911,932864000,233.61,227.27,179.3,183603331.54,100%,65,65,65
01:57:48,958,980992000,247.25,240.86,197.12,201850807.07,100%,66,66,66
01:57:53,912,933888000,221.81,215.44,178.87,183165268.66,100%,67,67,67
01:57:58,943,965632000,240.97,234.47,190.24,194804550.51,100%,68,68,68
01:58:03,964,987136000,219.39,212.9,188.77,193304184.48,100%,69,69,69
01:58:08,902,923648000,297.6,291.16,177.35,181605216.05,100%,70,70,70
01:58:13,959,982016000,233.06,226.64,191.44,196031911.82,100%,71,71,71
01:58:18,904,925696000,240.86,234.52,175.98,180202519.69,100%,72,72,72
01:58:23,882,903168000,293.32,286.98,177.98,182247320.91,100%,73,73,73
01:58:28,944,966656000,341.56,335.07,198.58,203344635.31,100%,74,74,74
01:58:33,930,952320000,237.21,230.8,187.35,191845172.64,100%,75,75,75
01:58:38,964,987136000,231.88,225.52,197.84,202592797.06,100%,76,76,76
01:58:43,1008,1032192000,214.5,208.03,196.49,201205041.2,100%,77,77,77
01:58:48,932,954368000,258.14,251.74,181.76,186125461.19,100%,78,78,78
01:58:53,970,993280000,305.18,298.52,193.67,198322198.48,100%,79,79,79
01:58:58,839,859136000,250.28,243.74,166.27,170257183.87,100%,80,80,80
01:59:03,982,1005568000,276.07,269.59,204.76,209676492.91,100%,81,81,81
01:59:08,886,907264000,275.91,269.49,180.85,185194647.16,100%,82,82,82
01:59:13,984,1007616000,240.66,234.18,201.31,206141720.61,100%,83,83,83
01:59:18,975,998400000,241.38,234.89,190.57,195148717.2,100%,84,84,84
01:59:23,992,1015808000,241.86,235.33,199.98,204780256.78,100%,85,85,85
01:59:28,1005,1029120000,239.19,232.68,199.08,203853105.15,100%,86,86,86
01:59:33,960,983040000,239.03,232.38,186.63,191106544.76,100%,87,87,87
01:59:38,970,993280000,225.11,218.71,198.11,202867730.14,100%,88,88,88
01:59:43,930,952320000,270.03,263.53,189.85,194407034,100%,89,89,89
01:59:48,1010,1034240000,249.67,243.25,198.78,203551878.19,100%,90,90,90
01:59:53,981,1004544000,240.07,233.55,192.32,196937958.56,100%,91,91,91
01:59:58,914,935936000,288.56,282.1,183.78,188194825.7,100%,92,92,92
02:00:03,935,957440000,242.54,236.16,190.4,194972139.65,100%,93,93,93
02:00:08,936,958464000,265.86,259.46,181.97,186335328.02,100%,94,94,94
02:00:13,899,920576000,258.64,252.15,178.92,183214553.92,100%,95,95,95
02:00:18,873,893952000,292.22,285.78,169.71,173779170.75,100%,96,96,96
02:00:23,845,865280000,252.62,246.15,170.45,174542974.38,100%,97,97,97
02:00:28,866,886784000,272.62,266.34,175.66,179875479.11,100%,98,98,98
02:00:33,948,970752000,248.39,241.91,186.52,190999132.12,100%,99,99,99
02:00:38,759,777216000,355.84,349.51,149.03,152604954.83,100%,100,100,100
02:00:43,777,795648000,312.5,306.23,162.91,166818932.6,100%,101,101,101
02:00:48,1011,1035264000,237.68,231.41,201.87,206713755.05,100%,102,102,102
02:00:53,1001,1025024000,250.29,243.76,198.03,202781341.06,100%,103,103,103
02:00:58,963,986112000,239.79,233.28,188.25,192763380,100%,104,104,104
02:01:03,999,1022976000,243.15,236.67,201.66,206499080.16,100%,105,105,105
02:01:08,991,1014784000,250.29,243.77,197.76,202501728.95,100%,106,106,106
02:01:13,1021,1045504000,237.38,230.9,199.96,204756182.73,100%,107,107,107
02:01:18,1037,1061888000,229.5,223.04,203.19,208065605.55,100%,108,108,108
02:01:23,1033,1057792000,235.69,229.3,208.99,214000735.33,100%,109,109,109
02:01:28,1039,1063936000,236.41,229.88,203.89,208787962.65,100%,110,110,110
02:01:33,1004,1028096000,241.21,234.63,201.03,205857978.48,100%,111,111,111
02:01:38,1004,1028096000,230.25,223.81,200.09,204893747.85,100%,112,112,112
02:01:43,965,988160000,234.94,228.45,200.34,205147291.31,100%,113,113,113
02:01:48,1028,1052672000,241.98,235.53,214.45,219596949.41,100%,114,114,114
02:01:53,1001,1025024000,235.46,228.92,195.6,200297154.27,100%,115,115,115
02:01:58,1097,1123328000,215.02,208.61,224.21,229592742.51,100%,116,116,116
02:02:03,944,966656000,240.45,233.98,190.6,195171788.3,100%,117,117,117
