Timestamp,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio,Version-Info,,
,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,prepare-write,Min-Version,Version,Max-Version
05:43:03,14,114688000,1828,1767.36,2.73,22387685.95,100%,0,0,0
05:43:08,141,1155072000,1915.28,1857.03,22.52,184479030.59,100%,1,1,1
05:43:13,144,1179648000,2179.53,2130.35,24.39,199776688.14,100%,2,2,2
05:43:18,132,1081344000,2167.61,2117.47,20.35,166687017.34,100%,3,3,3
05:43:23,63,516096000,2078.19,2028.63,11.98,98179655.19,100%,4,4,4
05:43:28,101,827392000,2218.52,2169.73,28.18,230876180.81,100%,5,5,5
05:43:33,111,909312000,2391.13,2342.35,23.65,193706267.27,100%,6,6,6
05:43:38,129,1056768000,2193.96,2144.6,21.44,175604544.41,100%,7,7,7
05:43:43,109,892928000,2064.04,2014.49,19.53,160013348.3,100%,8,8,8
05:43:48,131,1073152000,1727.47,1677.31,26.33,215703906.06,100%,9,9,9
05:43:53,134,1097728000,1700.08,1649.36,29.1,238400321.16,100%,10,10,10
05:43:58,132,1081344000,1998.17,1947.86,27.86,228233714.51,100%,11,11,11
05:44:03,121,991232000,2027.05,1976.93,22.17,181588698.77,100%,12,12,12
05:44:08,131,1073152000,1929.91,1880.87,24.52,200848704.07,100%,13,13,13
05:44:13,123,1007616000,1531.04,1482.09,26.01,213110996.16,100%,14,14,14
05:44:18,151,1236992000,1783.63,1734.24,31.81,260550362.09,100%,15,15,15
05:44:23,173,1417216000,1292.8,1242.32,35.02,286843119.5,100%,16,16,16
05:44:28,209,1712128000,1224.52,1173.36,40.87,334772791.53,100%,17,17,17
05:44:33,238,1949696000,1174.89,1122.97,47.19,386583449.46,100%,18,18,18
05:44:38,197,1613824000,922.63,871.81,37.18,304614218.66,100%,19,19,19
05:44:43,219,1794048000,1094.43,1043.67,46.92,384376612.66,100%,20,20,20
05:44:48,230,1884160000,1070.97,1021.14,45.2,370280931.37,100%,21,21,21
05:44:53,226,1851392000,1169.35,1118.25,43.01,352375111.26,100%,22,22,22
05:44:58,227,1859584000,1110.97,1060.11,44.16,361781341.97,100%,23,23,23
05:45:03,228,1867776000,934.47,883.32,44.48,364358681.11,100%,24,24,24
05:45:08,232,1900544000,975.18,922.98,47.34,387826007.83,100%,25,25,25
