Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
cleanup,delete,4032,0,97.33,97.33,10.27,0,100%
cleanup,delete,4032,0,94.96,94.96,10.53,0,100%
cleanup,delete,4032,0,90.08,90.08,11.1,0,100%
cleanup,delete,4032,0,96.53,96.53,10.36,0,100%
cleanup,delete,4032,0,92.87,92.87,10.77,0,100%
cleanup,delete,4032,0,98.28,98.28,10.17,0,100%
cleanup,delete,4032,0,96.96,96.96,10.31,0,100%
cleanup,delete,4032,0,99.97,99.97,10,0,100%
cleanup,delete,4032,0,77.15,77.15,12.96,0,100%
cleanup,delete,4032,0,79.19,79.19,12.63,0,100%
cleanup,delete,4032,0,82.1,82.1,12.18,0,100%
cleanup,delete,4032,0,80.79,80.79,12.38,0,100%
cleanup,delete,4032,0,80.09,80.09,12.49,0,100%
cleanup,delete,4032,0,77.6,77.6,12.89,0,100%
cleanup,delete,4032,0,100.49,100.49,9.95,0,100%
cleanup,delete,4032,0,97.81,97.81,10.22,0,100%
cleanup,delete,4032,0,98.81,98.81,10.12,0,100%
cleanup,delete,4032,0,96.05,96.05,10.41,0,100%
cleanup,delete,4032,0,99.16,99.16,10.08,0,100%
cleanup,delete,4032,0,93.55,93.55,10.69,0,100%
cleanup,delete,4032,0,74.42,74.42,13.44,0,100%
cleanup,delete,4032,0,73.93,73.93,13.52,0,100%
cleanup,delete,4032,0,91.53,91.53,10.92,0,100%
cleanup,delete,4032,0,88.85,88.85,11.25,0,100%
cleanup,delete,4032,0,76.23,76.23,13.12,0,100%
cleanup,delete,4032,0,68.78,68.78,14.54,0,100%
cleanup,delete,4032,0,92.23,92.23,10.84,0,100%
cleanup,delete,4032,0,95.33,95.33,10.49,0,100%
cleanup,delete,4032,0,72.87,72.87,13.72,0,100%
cleanup,delete,4032,0,76.62,76.62,13.05,0,100%
cleanup,delete,4032,0,100.96,100.96,9.9,0,100%
cleanup,delete,4032,0,99.6,99.6,10.04,0,100%
cleanup,delete,4032,0,87.34,87.34,11.45,0,100%
cleanup,delete,4032,0,86.12,86.12,11.61,0,100%
cleanup,delete,4032,0,84.96,84.96,11.77,0,100%
cleanup,delete,4032,0,91.01,91.01,10.99,0,100%
cleanup,delete,4032,0,87.91,87.91,11.37,0,100%
cleanup,delete,4032,0,85.7,85.7,11.67,0,100%
cleanup,delete,4032,0,89.32,89.32,11.2,0,100%
cleanup,delete,4032,0,88.33,88.33,11.32,0,100%
cleanup,delete,3840,0,86.62,86.62,11.54,0,100%
cleanup,delete,3840,0,86.96,86.96,11.5,0,100%
cleanup,delete,3840,0,85.46,85.46,11.7,0,100%
